*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 16:24:41
                                                                                
*RUN   1        : SIM                       CRGRO046 0\000000    1              
 MODEL          : CRGRO046 - Dry bean                                           
 EXPERIMENT     : 0\000000 BN PALMIRA_ANALISIS SENSIBILIDAD                     
 DATA PATH      : D:\B\0\00000                                                  
 TREATMENT  1   : SIM                       CRGRO046                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
 1983 106    15     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1983 107    16     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1983 108    17     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1983 109    18     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1983 110    19     4    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1983 111    20     5    0.2      0  0.079     31     13      0     43     44     44      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  256.7   0.04   0.03    0.0   0.27    0.15    0.15    0.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 1983 112    21     6    0.5      0  0.082     31     14      0     51     45     45      0     0.0  0.000      0      0  0.000  0.000  0.654  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  261.7   0.05   0.03    0.0   0.29    0.18    0.18    0.18    0.01    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 1983 113    22     7    0.8      0  0.084     32     15      0     59     46     46      0     0.0  0.000      0      0  0.000  0.000  0.740  0.000  0.000  0.000  0.000    3.72   0.00   0.00      0      0  265.3   0.06   0.04    0.0   0.31    0.21    0.21    0.20    0.02    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 1983 114    23     8    1.1      0  0.087     32     16      0     67     48     48      0     0.0  0.000      0      0  0.000  0.000  0.595  0.000  0.000  0.000  0.000    3.70   0.00   0.00      0      0  271.2   0.07   0.04    0.0   0.33    0.24    0.24    0.22    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 1983 115    24     9    1.4      0  0.091     33     18      0     74     51     51      0     0.0  0.000      0      0  0.000  0.000  0.487  0.000  0.000  0.000  0.000    3.68   0.00   0.00      0      0  277.5   0.08   0.05    0.0   0.36    0.26    0.26    0.23    0.04    0.00    0.00    0.00    0.00    0.00    0.00        1       6
 1983 116    25    10    1.7      0  0.096     34     21      0     80     55     55      0     0.0  0.000      0      0  0.000  0.000  0.375  0.000  0.000  0.000  0.000    3.66   0.00   0.00      0      0  285.2   0.09   0.06    0.0   0.38    0.28    0.28    0.24    0.05    0.00    0.00    0.00    0.00    0.00    0.00        1       7
 1983 117    26    11    2.0      0  0.112     37     25      0     83     62     62      0     0.0  0.000      0      0  0.000  0.000  0.154  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  301.1   0.10   0.07    0.0   0.40    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2       9
 1983 118    27    12    2.3      0  0.138     42     28      0     84     71     71      0     0.0  0.000      0      0  0.000  0.000  0.040  0.000  0.000  0.000  0.000    3.59   0.00   0.00      0      0  326.2   0.11   0.07    0.0   0.42    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2      11
 1983 119    28    13    2.6      0  0.165     48     33      0     85     81     81      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  342.8   0.12   0.08    0.0   0.44    0.30    0.30    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        2      12
 1983 120    29    14    2.9      0  0.197     55     39      0     87     94     94      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.53   0.00   0.00      0      0  358.2   0.13   0.09    0.0   0.46    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        3      14
 1983 121    30    15    3.2      0  0.253     67     42      0     87    110    110      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  374.7   0.14   0.10    0.0   0.48    0.30    0.30    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        4      16
 1983 122    31    16    3.5      0  0.309     80     49      0     87    129    129      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  387.9   0.15   0.12    0.0   0.50    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        4      18
 1983 123    32    17    3.8      0  0.364     92     58      0     89    150    150      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  395.5   0.16   0.14    0.0   0.52    0.30    0.30    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        5      20
 1983 124    33    18    4.1      0  0.419    103     71      0     91    174    174      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.50   0.00   0.00      0      0  406.0   0.17   0.16    0.0   0.54    0.31    0.31    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        6      22
 1983 125    34    19    4.4      0  0.490    119     83      0     93    203    203      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  410.4   0.19   0.18    0.0   0.56    0.31    0.31    0.26    0.09    0.02    0.00    0.00    0.00    0.00    0.00        8      24
 1983 126    35    20    4.7      0  0.605    145     92      0     94    237    237      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.53   0.00   0.00      0      0  416.8   0.20   0.20    0.0   0.58    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00        9      26
 1983 127    36    21    5.0      0  0.743    174    102      0     96    276    276      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  426.2   0.22   0.22    0.0   0.60    0.32    0.32    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00       11      28
 1983 128    37    22    5.3      0  0.873    204    120      0     99    323    323      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  427.9   0.24   0.25    0.0   0.62    0.32    0.32    0.27    0.10    0.03    0.01    0.00    0.00    0.00    0.00       13      30
 1983 129    38    23    5.6      1  1.020    237    141      0    103    378    378      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  430.2   0.26   0.27    0.0   0.64    0.33    0.33    0.28    0.10    0.04    0.01    0.00    0.00    0.00    0.00       15      32
 1983 130    39    24    5.9      1  1.168    274    166      0    108    440    440      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  427.0   0.29   0.29    0.0   0.66    0.34    0.34    0.28    0.11    0.04    0.01    0.00    0.00    0.00    0.00       18      34
 1983 131    40    25    6.2      3  1.326    312    196      0    113    507    507      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  425.3   0.32   0.32    0.0   0.67    0.36    0.36    0.29    0.12    0.05    0.02    0.00    0.00    0.00    0.00       21      37
 1983 132    41    26    6.5      3  1.450    351    230      0    120    581    581      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.60   0.00   0.00      0      0  413.0   0.35   0.34    0.0   0.69    0.37    0.37    0.30    0.12    0.06    0.02    0.00    0.00    0.00    0.00       30      39
 1983 133    42    27    6.8      3  1.548    385    266      0    126    651    653      0     0.0  0.000      2      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.66   0.00   0.00      0      2  402.0   0.38   0.36    0.0   0.71    0.39    0.39    0.31    0.13    0.06    0.02    0.00    0.00    0.00    0.00       47      42
 1983 134    43    28    7.1      3  1.622    416    304      0    133    719    730      0     0.0  0.000     10     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.73   0.00   0.01      0     10  390.2   0.41   0.39    0.0   0.73    0.40    0.40    0.32    0.14    0.07    0.03    0.00    0.00    0.00    0.00       67      45
 1983 135    44    29    7.4      3  1.675    441    340      0    139    781    806      0     0.0  0.000     25     17  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.78   0.00   0.03      0     25  379.9   0.44   0.41    0.0   0.74    0.41    0.41    0.33    0.15    0.08    0.03    0.01    0.00    0.00    0.00       90      47
 1983 136    45    30    7.7      3  1.703    462    377      0    145    839    885      0     0.0  0.000     47     26  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.05      0     47  368.7   0.47   0.43    0.0   0.76    0.43    0.43    0.34    0.16    0.08    0.04    0.01    0.00    0.00    0.00      113      50
 1983 137    46    31    8.0      3  1.714    479    413      0    150    892    968      0     0.0  0.000     75     34  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.89   0.00   0.08      0     75  357.4   0.50   0.45    0.0   0.78    0.44    0.44    0.35    0.16    0.09    0.04    0.01    0.00    0.00    0.00      138      53
 1983 138    47    32    8.3      5  1.748    503    450      0    154    952   1064      0     0.0  0.000    112     43  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88   0.00   0.11      0    112  347.8   0.52   0.47    0.0   0.79    0.45    0.45    0.36    0.17    0.09    0.04    0.01    0.00    0.00    0.00      149      56
 1983 139    48    33    8.6      5  1.774    525    487      0    158   1012   1167      0     0.0  0.000    156     53  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.13      0    156  337.9   0.55   0.49    0.0   0.81    0.45    0.45    0.36    0.17    0.10    0.04    0.02    0.00    0.00    0.00      158      60
 1983 140    49    34    8.9      5  1.787    541    518      0    161   1059   1266     10     0.0  0.000    207     62  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.16      0    207  330.3   0.59   0.51    0.0   0.83    0.46    0.46    0.36    0.18    0.10    0.05    0.02    0.00    0.00    0.00      168      63
 1983 141    50    35    9.2      5  1.795    557    550      4    163   1107   1372     33    11.7  0.003    266     72  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.81   1.45   0.19      0    266  322.4   0.62   0.52    0.0   0.84    0.46    0.46    0.37    0.18    0.10    0.05    0.02    0.00    0.00    0.00      178      67
 1983 142    51    36    9.2      5  1.790    567    576     17    165   1143   1479     58    28.7  0.011    336     82  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.79   4.93   0.23      0    336  315.8   0.65   0.54    0.0   0.86    0.46    0.46    0.37    0.18    0.10    0.05    0.02    0.00    0.00    0.00      188      70
 1983 143    52    37    9.2      5  1.776    573    599     39    165   1172   1588     86    44.9  0.024    416     92  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.77   9.27   0.26      0    416  310.0   0.68   0.56    0.0   0.87    0.46    0.46    0.37    0.18    0.10    0.05    0.02    0.00    0.00    0.00      199      73
 1983 144    53    38    9.2      5  1.745    569    609     72    164   1179   1687    115    62.2  0.042    508    102  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.71  14.09   0.30      0    508  306.5   0.71   0.58    0.0   0.89    0.46    0.46    0.36    0.18    0.10    0.05    0.02    0.00    0.00    0.00      212      77
 1983 145    54    39    9.2      5  1.708    561    613    116    162   1174   1786    146    79.4  0.065    612    112  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.64  18.90   0.34      0    612  304.4   0.71   0.58    0.0   0.91    0.45    0.45    0.36    0.18    0.10    0.05    0.02    0.00    0.00    0.00      225      81
 1983 146    55    40    9.2      5  1.665    548    609    171    159   1157   1880    209    81.8  0.091    723    121  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.58  23.66   0.38      0    723  304.0   0.71   0.58    0.0   0.93    0.45    0.45    0.35    0.18    0.10    0.05    0.02    0.00    0.00    0.00      243      84
 1983 147    56    41    9.2      5  1.618    530    598    251    155   1128   1975    242   103.9  0.127    848    129  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.50  29.67   0.43      0    848  305.4   0.71   0.58    0.0   0.93    0.44    0.44    0.35    0.18    0.10    0.05    0.02    0.00    0.00    0.00      259      88
 1983 148    57    42    9.2      5  1.572    512    587    346    152   1099   2072    242   143.1  0.167    973    135  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.43  35.58   0.47      0    973  306.8   0.71   0.58    0.0   0.93    0.43    0.43    0.34    0.17    0.10    0.05    0.02    0.00    0.00    0.00      271      91
 1983 149    58    43    9.2      5  1.522    494    575    440    148   1069   2163    276   159.7  0.203   1094    139  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.34  40.22   0.51      0   1094  308.2   0.71   0.58    0.0   0.93    0.42    0.42    0.33    0.17    0.10    0.05    0.02    0.00    0.00    0.00      288      94
 1983 150    59    44    9.2      5  1.469    474    564    545    145   1038   2251    345   158.2  0.242   1213    140  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.24  44.95   0.54      0   1213  309.6   0.71   0.58    0.0   0.94    0.41    0.41    0.32    0.16    0.09    0.05    0.02    0.00    0.00    0.00      308      97
 1983 151    60    45    9.2      7  1.420    457    553    676    141   1010   2349    345   196.2  0.288   1339    140  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.13  50.52   0.57      0   1339  310.9   0.71   0.58    0.0   0.96    0.40    0.40    0.32    0.16    0.09    0.04    0.02    0.00    0.00    0.00      321     100
 1983 152    61    46    9.2      7  1.048    335    513    803    138    848   2295    372   216.1  0.350   1447    137  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.94  55.52   0.63      0   1447  312.5   0.71   0.58    0.0   0.96    0.39    0.39    0.31    0.16    0.09    0.04    0.02    0.00    0.00    0.00      481     103
 1983 153    62    47    9.2      7  0.775    247    482    904    135    729   2258    381   236.9  0.400   1529    130  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.76  59.10   0.68      0   1529  313.9   0.71   0.58    0.0   0.96    0.38    0.38    0.30    0.15    0.09    0.04    0.02    0.00    0.00    0.00      601     106
 1983 154    63    48    9.2      7  0.573    182    459    976    131    640   2236    381   256.0  0.437   1596    116  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.60  61.19   0.71      0   1596  315.4   0.71   0.58    0.0   0.96    0.38    0.38    0.30    0.15    0.09    0.04    0.02    0.00    0.00    0.00      682     109
 1983 155    64    49    9.2      7  0.425    134    441   1033    129    575   2222    381   271.0  0.465   1647    111  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.45  62.74   0.74      0   1647  316.9   0.71   0.58    0.0   0.96    0.37    0.37    0.29    0.15    0.08    0.04    0.02    0.00    0.00    0.00      741     112
 1983 156    65    50    9.2      7  0.315     99    427   1075    126    526   2209    381   281.9  0.487   1684    109  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.32  63.85   0.76      0   1684  318.5   0.71   0.58    0.0   0.96    0.36    0.36    0.29    0.14    0.08    0.04    0.02    0.00    0.00    0.00      784     115
 1983 157    66    51    9.2      7  0.234     73    415   1107    123    489   2199    381   290.2  0.503   1711    109  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.20  64.70   0.78      0   1711  319.9   0.71   0.58    0.0   0.96    0.35    0.35    0.28    0.14    0.08    0.04    0.02    0.00    0.00    0.00      816     117
 1983 158    67    52    9.2      7  0.174     54    406   1130    120    461   2190    381   296.2  0.516   1729    109  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.09  65.33   0.79      0   1729  321.4   0.71   0.58    0.0   0.96    0.35    0.35    0.27    0.14    0.08    0.04    0.02    0.00    0.00    0.00      840     120
 1983 159    68    53    9.2      7  0.130     40    400   1143    118    440   2180    381   299.8  0.525   1740    109  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.03  65.72   0.80      0   1740  322.7   0.71   0.58    0.0   0.96    0.34    0.34    0.27    0.14    0.08    0.04    0.02    0.00    0.00    0.00      858     122
 1983 160    69    54    9.2      8  0.097     30    394   1152    115    424   2170    381   301.9  0.531   1746    109  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.99  65.97   0.80      0   1746  324.0   0.71   0.58    0.0   0.96    0.33    0.33    0.26    0.13    0.08    0.04    0.02    0.00    0.00    0.00      871     125

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 16:24:41
                                                                                
*RUN   5        : SIM                       CRGRO046 0\000000    1              
 MODEL          : CRGRO046 - Dry bean                                           
 EXPERIMENT     : 0\000000 BN PALMIRA_ANALISIS SENSIBILIDAD                     
 DATA PATH      : D:\B\0\00000                                                  
 TREATMENT  1   : SIM                       CRGRO046                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
 1984 106    15     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1984 107    16     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1984 108    17     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1984 109    18     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1984 110    19     4    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1984 111    20     5    0.2      0  0.079     31     13      0     43     44     44      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  256.8   0.04   0.03    0.0   0.27    0.15    0.15    0.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 1984 112    21     6    0.5      0  0.082     31     14      0     51     45     45      0     0.0  0.000      0      0  0.000  0.000  0.647  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  262.2   0.05   0.03    0.0   0.29    0.18    0.18    0.17    0.01    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 1984 113    22     7    0.8      0  0.084     32     15      0     59     46     46      0     0.0  0.000      0      0  0.000  0.000  0.737  0.000  0.000  0.000  0.000    3.72   0.00   0.00      0      0  266.0   0.06   0.04    0.0   0.31    0.21    0.21    0.20    0.02    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 1984 114    23     8    1.1      0  0.088     32     16      0     67     49     49      0     0.0  0.000      0      0  0.000  0.000  0.525  0.000  0.000  0.000  0.000    3.71   0.00   0.00      0      0  271.8   0.07   0.04    0.0   0.34    0.24    0.24    0.21    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 1984 115    24     9    1.4      0  0.091     33     18      0     74     51     51      0     0.0  0.000      0      0  0.000  0.000  0.557  0.000  0.000  0.000  0.000    3.68   0.00   0.00      0      0  278.1   0.08   0.05    0.0   0.36    0.26    0.26    0.23    0.04    0.00    0.00    0.00    0.00    0.00    0.00        1       6
 1984 116    25    10    1.7      0  0.096     34     21      0     79     55     55      0     0.0  0.000      0      0  0.000  0.000  0.342  0.000  0.000  0.000  0.000    3.66   0.00   0.00      0      0  286.2   0.09   0.06    0.0   0.38    0.28    0.28    0.24    0.05    0.00    0.00    0.00    0.00    0.00    0.00        1       7
 1984 117    26    11    2.0      0  0.111     37     25      0     82     61     61      0     0.0  0.000      0      0  0.000  0.000  0.177  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  303.0   0.10   0.07    0.0   0.40    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2       9
 1984 118    27    12    2.3      0  0.137     42     28      0     83     71     71      0     0.0  0.000      0      0  0.000  0.000  0.011  0.000  0.000  0.000  0.000    3.60   0.00   0.00      0      0  324.1   0.11   0.07    0.0   0.42    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2      10
 1984 119    28    13    2.5      0  0.162     48     33      0     85     82     82      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  337.2   0.12   0.08    0.0   0.44    0.29    0.29    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        2      12
 1984 120    29    14    2.8      0  0.190     53     39      0     86     93     93      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  355.6   0.13   0.09    0.0   0.46    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        3      14
 1984 121    30    15    3.1      0  0.242     65     43      0     86    108    108      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.53   0.00   0.00      0      0  372.8   0.14   0.10    0.0   0.48    0.30    0.30    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        4      16
 1984 122    31    16    3.4      0  0.297     77     48      0     87    126    126      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  384.3   0.15   0.11    0.0   0.50    0.30    0.30    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        4      17
 1984 123    32    17    3.7      0  0.348     90     57      0     89    147    147      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  386.2   0.16   0.13    0.0   0.52    0.30    0.30    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        5      19
 1984 124    33    18    4.0      0  0.397    101     69      0     91    169    169      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  393.8   0.17   0.15    0.0   0.54    0.31    0.31    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        6      21
 1984 125    34    19    4.2      0  0.448    113     83      0     94    196    196      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  396.0   0.18   0.17    0.0   0.56    0.31    0.31    0.26    0.09    0.02    0.00    0.00    0.00    0.00    0.00        7      23
 1984 126    35    20    4.5      0  0.547    137     91      0     94    228    228      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.53   0.00   0.00      0      0  399.2   0.19   0.19    0.0   0.57    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00        8      25
 1984 127    36    21    4.8      0  0.669    166    100      0     95    266    266      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  403.6   0.21   0.21    0.0   0.59    0.32    0.32    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00       10      27
 1984 128    37    22    5.1      0  0.794    194    116      0     98    309    309      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  410.3   0.23   0.23    0.0   0.61    0.32    0.32    0.27    0.10    0.03    0.01    0.00    0.00    0.00    0.00       12      29
 1984 129    38    23    5.4      1  0.935    224    134      0    102    358    358      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  417.2   0.25   0.25    0.0   0.63    0.33    0.33    0.27    0.10    0.04    0.01    0.00    0.00    0.00    0.00       14      31
 1984 130    39    24    5.7      1  1.073    258    157      0    107    414    414      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  416.3   0.27   0.27    0.0   0.64    0.34    0.34    0.28    0.11    0.04    0.01    0.00    0.00    0.00    0.00       16      33
 1984 131    40    25    6.0      1  1.224    296    184      0    112    480    480      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  413.7   0.29   0.30    0.0   0.66    0.35    0.35    0.29    0.11    0.05    0.01    0.00    0.00    0.00    0.00       19      35
