*EVALUATION : PASA1701BN SANTANDER_ANALISIS SENSIBILIDAD                              DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 21, 2017; 08:17:42

@RUN EXCODE        TN RN CR   ADAPS   ADAPM   PD1PS   PD1PM   PDFPS   PDFPM   MDAPS   MDAPM   HWAMS   HWAMM   PWAMS   PWAMM   H#AMS   H#AMM   HWUMS   HWUMM   H#UMS   H#UMM   CWAMS   CWAMM   BWAMS   BWAMM   LAIXS   LAIXM   HIAMS   HIAMM   THAMS   THAMM   GNAMS   GNAMM   CNAMS   CNAMM   SNAMS   SNAMM   GN%MS   GN%MM   CWAAS   CWAAM   CNAAS   CNAAM   L#SMS   L#SMM   GL%MS   GL%MM   CHTAS   CHTAM   R8APS   R8APM   EDAPS   EDAPM
  70 PASA1701BN     3  1 BN      29     -99      32     -99      42     -99      70     -99    2295     -99    2910     -99     585     -99  0.3926     -99    4.30     -99    3357     -99    1060     -99    1.42     -99   0.684     -99   78.85     -99      84     -99     101     -99       4     -99    3.68     -99     404     -99      13     -99    5.29     -99    2.51     -99    0.26     -99      77     -99       5     -99
  71 PASA1701BN     3  1 BN      30     -99      32     -99      43     -99      70     -99    2355     -99    3035     -99     593     -99  0.3968     -99    4.30     -99    3500     -99    1150     -99    1.46     -99   0.673     -99   77.58     -99      86     -99     104     -99       4     -99    3.67     -99     471     -99      15     -99    5.62     -99    2.56     -99    0.29     -99      77     -99       6     -99
  72 PASA1701BN     3  1 BN      29     -99      31     -99      41     -99      67     -99    2483     -99    3150     -99     621     -99  0.4000     -99    4.30     -99    3630     -99    1150     -99    1.63     -99   0.684     -99   78.82     -99      92     -99     109     -99       5     -99    3.69     -99     465     -99      15     -99    5.63     -99    2.64     -99    0.31     -99      74     -99       6     -99
  73 PASA1701BN     3  1 BN      28     -99      31     -99      41     -99      68     -99    2300     -99    2952     -99     606     -99  0.3793     -99    4.30     -99    3406     -99    1110     -99    1.46     -99   0.675     -99   77.91     -99      84     -99     102     -99       4     -99    3.67     -99     416     -99      13     -99    5.39     -99    2.55     -99    0.27     -99      75     -99       5     -99
  74 PASA1701BN     3  1 BN      29     -99      32     -99      42     -99      70     -99    2285     -99    2937     -99     599     -99  0.3814     -99    4.30     -99    3390     -99    1110     -99    1.37     -99   0.674     -99   77.81     -99      84     -99     101     -99       4     -99    3.66     -99     435     -99      14     -99    5.40     -99    2.52     -99    0.26     -99      77     -99       5     -99
  75 PASA1701BN     3  1 BN      28     -99      31     -99      41     -99      68     -99    2257     -99    2888     -99     556     -99  0.4058     -99    4.30     -99    3302     -99    1040     -99    1.44     -99   0.684     -99   78.16     -99      83     -99      99     -99       4     -99    3.68     -99     400     -99      12     -99    5.27     -99    2.57     -99    0.26     -99      75     -99       5     -99
  76 PASA1701BN     3  1 BN      29     -99      31     -99      41     -99      66     -99    2485     -99    3196     -99     656     -99  0.3788     -99    4.30     -99    3684     -99    1200     -99    1.71     -99   0.675     -99   77.76     -99      92     -99     111     -99       5     -99    3.70     -99     492     -99      15     -99    5.68     -99    2.65     -99    0.30     -99      73     -99       6     -99
  77 PASA1701BN     3  1 BN      28     -99      30     -99      40     -99      67     -99    2405     -99    3103     -99     654     -99  0.3674     -99    4.30     -99    3586     -99    1180     -99    1.54     -99   0.671     -99   77.49     -99      88     -99     107     -99       5     -99    3.68     -99     478     -99      15     -99    5.60     -99    2.57     -99    0.29     -99      74     -99       5     -99
  78 PASA1701BN     3  1 BN      29     -99      31     -99      41     -99      66     -99    2366     -99    3040     -99     623     -99  0.3800     -99    4.30     -99    3496     -99    1130     -99    1.62     -99   0.677     -99   77.83     -99      87     -99     105     -99       4     -99    3.69     -99     453     -99      14     -99    5.63     -99    2.62     -99    0.31     -99      73     -99       6     -99
  79 PASA1701BN     3  1 BN      29     -99      32     -99      42     -99      68     -99    2307     -99    2995     -99     637     -99  0.3622     -99    4.30     -99    3446     -99    1140     -99    1.52     -99   0.670     -99   77.03     -99      85     -99     103     -99       4     -99    3.67     -99     430     -99      13     -99    5.48     -99    2.54     -99    0.29     -99      75     -99       6     -99
  80 PASA1701BN     3  1 BN      30     -99      32     -99      43     -99      69     -99    2420     -99    3149     -99     658     -99  0.3680     -99    4.30     -99    3660     -99    1240     -99    1.58     -99   0.661     -99   76.86     -99      89     -99     109     -99       5     -99    3.67     -99     488     -99      15     -99    5.58     -99    2.60     -99    0.29     -99      76     -99       6     -99
  81 PASA1701BN     3  1 BN      31     -99      33     -99      44     -99      73     -99    2538     -99    3268     -99     643     -99  0.3949     -99    4.30     -99    3787     -99    1250     -99    1.59     -99   0.670     -99   77.67     -99      93     -99     113     -99       5     -99    3.65     -99     508     -99      16     -99    5.65     -99    2.47     -99    0.28     -99      80     -99       6     -99
  82 PASA1701BN     3  1 BN      29     -99      32     -99      42     -99      69     -99    2367     -99    3044     -99     629     -99  0.3762     -99    4.30     -99    3521     -99    1150     -99    1.40     -99   0.672     -99   77.77     -99      87     -99     105     -99       5     -99    3.68     -99     465     -99      15     -99    5.47     -99    2.56     -99    0.27     -99      76     -99       5     -99
  83 PASA1701BN     3  1 BN      27     -99      30     -99      39     -99      65     -99    2363     -99    3001     -99     596     -99  0.3966     -99    4.30     -99    3440     -99    1080     -99    1.50     -99   0.687     -99   78.74     -99      87     -99     104     -99       4     -99    3.69     -99     430     -99      13     -99    5.49     -99    2.61     -99    0.29     -99      72     -99       5     -99
  84 PASA1701BN     3  1 BN      31     -99      34     -99      44     -99      71     -99    2284     -99    2977     -99     624     -99  0.3662     -99    4.30     -99    3475     -99    1190     -99    1.36     -99   0.657     -99   76.73     -99      84     -99     103     -99       5     -99    3.66     -99     482     -99      15     -99    5.49     -99    2.53     -99    0.27     -99      78     -99       5     -99
  85 PASA1701BN     3  1 BN      30     -99      33     -99      43     -99      70     -99    2552     -99    3293     -99     685     -99  0.3726     -99    4.30     -99    3795     -99    1240     -99    1.66     -99   0.672     -99   77.48     -99      94     -99     113     -99       5     -99    3.67     -99     493     -99      15     -99    5.56     -99    2.55     -99    0.28     -99      77     -99       6     -99
  86 PASA1701BN     3  1 BN      29     -99      32     -99      42     -99      69     -99    2629     -99    3354     -99     641     -99  0.4103     -99    4.30     -99    3847     -99    1220     -99    1.64     -99   0.683     -99   78.38     -99      97     -99     115     -99       5     -99    3.67     -99     488     -99      15     -99    5.63     -99    2.57     -99    0.29     -99      76     -99       6     -99
  87 PASA1701BN     3  1 BN      30     -99      32     -99      42     -99      70     -99    2651     -99    3391     -99     651     -99  0.4070     -99    4.30     -99    3905     -99    1250     -99    1.65     -99   0.679     -99   78.18     -99      97     -99     117     -99       5     -99    3.66     -99     525     -99      16     -99    5.77     -99    2.52     -99    0.30     -99      77     -99       6     -99
  88 PASA1701BN     3  1 BN      29     -99      32     -99      42     -99      68     -99    2633     -99    3357     -99     669     -99  0.3933     -99    4.30     -99    3859     -99    1230     -99    1.70     -99   0.682     -99   78.44     -99      97     -99     116     -99       5     -99    3.67     -99     494     -99      15     -99    5.59     -99    2.60     -99    0.29     -99      75     -99       6     -99
  89 PASA1701BN     3  1 BN      29     -99      32     -99      42     -99      68     -99    2501     -99    3234     -99     682     -99  0.3667     -99    4.30     -99    3744     -99    1240     -99    1.64     -99   0.668     -99   77.35     -99      92     -99     112     -99       5     -99    3.68     -99     470     -99      15     -99    5.57     -99    2.58     -99    0.29     -99      75     -99       6     -99
  90 PASA1701BN     3  1 BN      27     -99      30     -99      39     -99      65     -99    2453     -99    3119     -99     620     -99  0.3957     -99    4.30     -99    3560     -99    1110     -99    1.62     -99   0.689     -99   78.64     -99      91     -99     108     -99       4     -99    3.70     -99     423     -99      13     -99    5.36     -99    2.61     -99    0.28     -99      72     -99       5     -99
  91 PASA1701BN     3  1 BN      29     -99      32     -99      42     -99      69     -99    2478     -99    3139     -99     620     -99  0.3995     -99    4.30     -99    3672     -99    1190     -99    1.55     -99   0.675     -99   78.93     -99      91     -99     109     -99       5     -99    3.66     -99     443     -99      14     -99    5.45     -99    2.60     -99    0.27     -99      76     -99       6     -99
  92 PASA1701BN     3  1 BN      28     -99      30     -99      40     -99      67     -99    2420     -99    3103     -99     616     -99  0.3930     -99    4.30     -99    3571     -99    1150     -99    1.51     -99   0.678     -99   77.98     -99      89     -99     107     -99       4     -99    3.67     -99     446     -99      14     -99    5.49     -99    2.55     -99    0.29     -99      74     -99       5     -99
  93 PASA1701BN     3  1 BN      30     -99      32     -99      42     -99      69     -99    2629     -99    3393     -99     680     -99  0.3865     -99    4.30     -99    3929     -99    1300     -99    1.68     -99   0.669     -99   77.50     -99      97     -99     117     -99       5     -99    3.67     -99     516     -99      16     -99    5.69     -99    2.58     -99    0.29     -99      76     -99       6     -99
  94 PASA1701BN     3  1 BN      28     -99      31     -99      40     -99      66     -99    2486     -99    3161     -99     635     -99  0.3917     -99    4.30     -99    3639     -99    1150     -99    1.56     -99   0.683     -99   78.64     -99      92     -99     110     -99       5     -99    3.68     -99     454     -99      14     -99    5.43     -99    2.58     -99    0.27     -99      73     -99       5     -99
  95 PASA1701BN     3  1 BN      27     -99      29     -99      38     -99      63     -99    2435     -99    3139     -99     646     -99  0.3768     -99    4.30     -99    3625     -99    1190     -99    1.60     -99   0.672     -99   77.57     -99      90     -99     109     -99       5     -99    3.70     -99     467     -99      14     -99    5.60     -99    2.63     -99    0.31     -99      70     -99       5     -99
  96 PASA1701BN     3  1 BN      29     -99      31     -99      41     -99      66     -99    2373     -99    3026     -99     617     -99  0.3847     -99    4.30     -99    3479     -99    1110     -99    1.54     -99   0.682     -99   78.43     -99      88     -99     105     -99       4     -99    3.69     -99     448     -99      14     -99    5.56     -99    2.65     -99    0.30     -99      73     -99       6     -99
  97 PASA1701BN     4  1 BN      29     -99      31     -99      42     -99      69     -99    2582     -99    3311     -99     677     -99  0.3811     -99    4.30     -99    3837     -99    1260     -99    1.70     -99   0.673     -99   77.98     -99      95     -99     114     -99       5     -99    3.67     -99     512     -99      16     -99    5.83     -99    2.54     -99    0.32     -99      76     -99       5     -99
  98 PASA1701BN     4  1 BN      31     -99      34     -99      45     -99      72     -99    2507     -99    3187     -99     622     -99  0.4031     -99    4.30     -99    3675     -99    1170     -99    1.63     -99   0.682     -99   78.65     -99      92     -99     110     -99       5     -99    3.66     -99     478     -99      15     -99    5.67     -99    2.49     -99    0.29     -99      79     -99       6     -99
  99 PASA1701BN     4  1 BN      31     -99      34     -99      44     -99      71     -99    2603     -99    3329     -99     679     -99  0.3834     -99    4.30     -99    3841     -99    1240     -99    1.78     -99   0.678     -99   78.19     -99      96     -99     115     -99       5     -99    3.68     -99     518     -99      16     -99    5.77     -99    2.57     -99    0.30     -99      78     -99       6     -99
 100 PASA1701BN     4  1 BN      30     -99      32     -99      42     -99      68     -99    2686     -99    3416     -99     673     -99  0.3990     -99    4.30     -99    3942     -99    1260     -99    1.82     -99   0.681     -99   78.63     -99      99     -99     118     -99       5     -99    3.68     -99     541     -99      17     -99    6.00     -99    2.59     -99    0.34     -99      75     -99       6     -99
 101 PASA1701BN     4  1 BN      31     -99      33     -99      43     -99      70     -99    2667     -99    3387     -99     657     -99  0.4059     -99    4.30     -99    3904     -99    1240     -99    1.75     -99   0.683     -99   78.73     -99      98     -99     117     -99       5     -99    3.66     -99     555     -99      17     -99    5.85     -99    2.56     -99    0.30     -99      77     -99       5     -99
 102 PASA1701BN     4  1 BN      31     -99      34     -99      44     -99      71     -99    2546     -99    3239     -99     656     -99  0.3879     -99    4.30     -99    3744     -99    1200     -99    1.64     -99   0.680     -99   78.60     -99      93     -99     112     -99       5     -99    3.67     -99     509     -99      16     -99    5.68     -99    2.53     -99    0.29     -99      78     -99       5     -99
 103 PASA1701BN     4  1 BN      31     -99      34     -99      44     -99      71     -99    2585     -99    3334     -99     647     -99  0.3994     -99    4.30     -99    3845     -99    1260     -99    1.68     -99   0.672     -99   77.55     -99      95     -99     115     -99       5     -99    3.67     -99     529     -99      16     -99    5.84     -99    2.56     -99    0.31     -99      78     -99       6     -99
 104 PASA1701BN     4  1 BN      30     -99      33     -99      42     -99      68     -99    2714     -99    3442     -99     676     -99  0.4017     -99    4.30     -99    3981     -99    1270     -99    1.87     -99   0.682     -99   78.86     -99     100     -99     120     -99       5     -99    3.69     -99     531     -99      17     -99    5.87     -99    2.64     -99    0.32     -99      75     -99       6     -99
 105 PASA1701BN     4  1 BN      29     -99      32     -99      42     -99      69     -99    2541     -99    3264     -99     668     -99  0.3801     -99    4.30     -99    3767     -99    1230     -99    1.67     -99   0.675     -99   77.86     -99      93     -99     113     -99       5     -99    3.67     -99     474     -99      15     -99    5.62     -99    2.55     -99    0.29     -99      76     -99       5     -99
 106 PASA1701BN     4  1 BN      31     -99      34     -99      44     -99      71     -99    2560     -99    3314     -99     690     -99  0.3711     -99    4.30     -99    3860     -99    1300     -99    1.60     -99   0.663     -99   77.24     -99      94     -99     114     -99       5     -99    3.66     -99     536     -99      17     -99    5.82     -99    2.50     -99    0.31     -99      78     -99       5     -99
 107 PASA1701BN     4  1 BN      30     -99      32     -99      42     -99      69     -99    2534     -99    3262     -99     642     -99  0.3948     -99    4.30     -99    3780     -99    1250     -99    1.68     -99   0.670     -99   77.68     -99      93     -99     113     -99       5     -99    3.68     -99     521     -99      16     -99    5.76     -99    2.56     -99    0.31     -99      76     -99       5     -99
 108 PASA1701BN     4  1 BN      30     -99      33     -99      42     -99      67     -99    2729     -99    3508     -99     721     -99  0.3784     -99    4.30     -99    4050     -99    1320     -99    1.96     -99   0.674     -99   77.79     -99     101     -99     122     -99       5     -99    3.70     -99     563     -99      18     -99    5.93     -99    2.64     -99    0.32     -99      74     -99       6     -99
 109 PASA1701BN     4  1 BN      29     -99      32     -99      42     -99      69     -99    2715     -99    3475     -99     712     -99  0.3812     -99    4.30     -99    4011     -99    1300     -99    1.77     -99   0.677     -99   78.13     -99     100     -99     120     -99       5     -99    3.67     -99     542     -99      17     -99    5.83     -99    2.58     -99    0.31     -99      76     -99       5     -99
 110 PASA1701BN     4  1 BN      30     -99      32     -99      42     -99      68     -99    2673     -99    3410     -99     682     -99  0.3920     -99    4.30     -99    3922     -99    1250     -99    1.86     -99   0.681     -99   78.37     -99      99     -99     118     -99       5     -99    3.69     -99     521     -99      16     -99    5.90     -99    2.61     -99    0.33     -99      75     -99       6     -99
 111 PASA1701BN     4  1 BN      30     -99      33     -99      43     -99      70     -99    2604     -99    3358     -99     698     -99  0.3729     -99    4.30     -99    3859     -99    1250     -99    1.74     -99   0.675     -99   77.55     -99      96     -99     115     -99       5     -99    3.67     -99     491     -99      15     -99    5.72     -99    2.53     -99    0.31     -99      77     -99       6     -99
 112 PASA1701BN     4  1 BN      31     -99      34     -99      44     -99      71     -99    2753     -99    3554     -99     730     -99  0.3773     -99    4.30     -99    4119     -99    1370     -99    1.81     -99   0.668     -99   77.46     -99     101     -99     123     -99       5     -99    3.67     -99     555     -99      17     -99    5.81     -99    2.59     -99    0.31     -99      78     -99       6     -99
 113 PASA1701BN     4  1 BN      32     -99      35     -99      46     -99      75     -99    2882     -99    3682     -99     714     -99  0.4035     -99    4.30     -99    4255     -99    1370     -99    1.83     -99   0.677     -99   78.28     -99     105     -99     127     -99       6     -99    3.65     -99     574     -99      18     -99    5.88     -99    2.46     -99    0.31     -99      82     -99       6     -99
 114 PASA1701BN     4  1 BN      30     -99      33     -99      43     -99      70     -99    2594     -99    3336     -99     689     -99  0.3763     -99    4.30     -99    3860     -99    1270     -99    1.60     -99   0.672     -99   77.77     -99      95     -99     115     -99       5     -99    3.68     -99     522     -99      16     -99    5.68     -99    2.56     -99    0.29     -99      77     -99       5     -99
 115 PASA1701BN     4  1 BN      28     -99      31     -99      40     -99      66     -99    2613     -99    3318     -99     652     -99  0.4009     -99    4.30     -99    3802     -99    1190     -99    1.73     -99   0.687     -99   78.75     -99      96     -99     115     -99       5     -99    3.69     -99     491     -99      15     -99    5.73     -99    2.62     -99    0.31     -99      73     -99       5     -99
 116 PASA1701BN     4  1 BN      32     -99      35     -99      46     -99      73     -99    2600     -99    3356     -99     692     -99  0.3759     -99    4.30     -99    3898     -99    1300     -99    1.56     -99   0.667     -99   77.46     -99      95     -99     116     -99       5     -99    3.66     -99     534     -99      17     -99    5.69     -99    2.54     -99    0.29     -99      80     -99       5     -99
 117 PASA1701BN     4  1 BN      31     -99      34     -99      44     -99      71     -99    2800     -99    3606     -99     745     -99  0.3757     -99    4.30     -99    4165     -99    1360     -99    1.90     -99   0.672     -99   77.64     -99     103     -99     124     -99       5     -99    3.67     -99     561     -99      17     -99    5.80     -99    2.54     -99    0.30     -99      78     -99       6     -99
 118 PASA1701BN     4  1 BN      30     -99      33     -99      43     -99      70     -99    2866     -99    3657     -99     696     -99  0.4119     -99    4.30     -99    4202     -99    1340     -99    1.88     -99   0.682     -99   78.37     -99     105     -99     126     -99       5     -99    3.68     -99     555     -99      17     -99    5.86     -99    2.57     -99    0.31     -99      77     -99       6     -99
 119 PASA1701BN     4  1 BN      31     -99      33     -99      43     -99      71     -99    2932     -99    3756     -99     718     -99  0.4085     -99    4.30     -99    4334     -99    1400     -99    1.92     -99   0.676     -99   78.05     -99     107     -99     129     -99       6     -99    3.66     -99     597     -99      19     -99    6.01     -99    2.52     -99    0.33     -99      78     -99       6     -99
 120 PASA1701BN     4  1 BN      30     -99      33     -99      43     -99      69     -99    2880     -99    3685     -99     745     -99  0.3866     -99    4.30     -99    4244     -99    1360     -99    1.95     -99   0.679     -99   78.15     -99     106     -99     127     -99       5     -99    3.67     -99     564     -99      18     -99    5.83     -99    2.60     -99    0.31     -99      76     -99       6     -99
 121 PASA1701BN     4  1 BN      30     -99      33     -99      43     -99      70     -99    2823     -99    3619     -99     743     -99  0.3799     -99    4.30     -99    4177     -99    1350     -99    1.89     -99   0.676     -99   78.01     -99     104     -99     125     -99       5     -99    3.68     -99     533     -99      17     -99    5.79     -99    2.57     -99    0.31     -99      77     -99       6     -99
 122 PASA1701BN     4  1 BN      29     -99      31     -99      41     -99      66     -99    2772     -99    3522     -99     702     -99  0.3950     -99    4.30     -99    4074     -99    1300     -99    1.91     -99   0.680     -99   78.71     -99     102     -99     123     -99       5     -99    3.69     -99     552     -99      17     -99    5.85     -99    2.63     -99    0.33     -99      73     -99       5     -99
 123 PASA1701BN     4  1 BN      31     -99      33     -99      44     -99      70     -99    2839     -99    3618     -99     717     -99  0.3959     -99    4.30     -99    4189     -99    1350     -99    1.81     -99   0.678     -99   78.48     -99     104     -99     125     -99       5     -99    3.67     -99     567     -99      18     -99    5.88     -99    2.59     -99    0.32     -99      77     -99       6     -99
 124 PASA1701BN     4  1 BN      29     -99      32     -99      41     -99      68     -99    2672     -99    3434     -99     690     -99  0.3873     -99    4.30     -99    3952     -99    1280     -99    1.76     -99   0.676     -99   77.81     -99      98     -99     118     -99       5     -99    3.67     -99     511     -99      16     -99    5.74     -99    2.55     -99    0.31     -99      75     -99       5     -99
 125 PASA1701BN     4  1 BN      31     -99      34     -99      44     -99      71     -99    2976     -99    3811     -99     748     -99  0.3978     -99    4.30     -99    4394     -99    1420     -99    1.94     -99   0.677     -99   78.08     -99     109     -99     131     -99       6     -99    3.68     -99     586     -99      18     -99    5.92     -99    2.58     -99    0.31     -99      78     -99       6     -99
 126 PASA1701BN     4  1 BN      29     -99      32     -99      42     -99      68     -99    2779     -99    3522     -99     699     -99  0.3978     -99    4.30     -99    4109     -99    1330     -99    1.80     -99   0.676     -99   78.90     -99     102     -99     123     -99       6     -99    3.67     -99     519     -99      16     -99    5.66     -99    2.60     -99    0.30     -99      75     -99       5     -99
 127 PASA1701BN     4  1 BN      28     -99      30     -99      40     -99      65     -99    2775     -99    3558     -99     713     -99  0.3891     -99    4.30     -99    4095     -99    1320     -99    1.85     -99   0.678     -99   77.98     -99     103     -99     123     -99       5     -99    3.70     -99     537     -99      17     -99    5.85     -99    2.62     -99    0.34     -99      72     -99       5     -99
 128 PASA1701BN     4  1 BN      30     -99      33     -99      42     -99      67     -99    2603     -99    3313     -99     668     -99  0.3896     -99    4.30     -99    3798     -99    1200     -99    1.78     -99   0.685     -99   78.57     -99      96     -99     115     -99       5     -99    3.69     -99     510     -99      16     -99    5.82     -99    2.65     -99    0.31     -99      74     -99       6     -99
 129 PASA1701BN     5  1 BN      30     -99      33     -99      43     -99      70     -99    2830     -99    3612     -99     726     -99  0.3899     -99    4.30     -99    4198     -99    1370     -99    1.92     -99   0.674     -99   78.37     -99     104     -99     125     -99       6     -99    3.67     -99     581     -99      18     -99    6.06     -99    2.54     -99    0.34     -99      77     -99       5     -99
 130 PASA1701BN     5  1 BN      33     -99      36     -99      46     -99      74     -99    2875     -99    3650     -99     706     -99  0.4070     -99    4.30     -99    4239     -99    1360     -99    1.89     -99   0.678     -99   78.76     -99     105     -99     126     -99       6     -99    3.65     -99     606     -99      19     -99    6.11     -99    2.51     -99    0.34     -99      81     -99       6     -99
 131 PASA1701BN     5  1 BN      33     -99      35     -99      46     -99      72     -99    2907     -99    3711     -99     760     -99  0.3825     -99    4.30     -99    4341     -99    1430     -99    2.07     -99   0.670     -99   78.35     -99     107     -99     129     -99       6     -99    3.68     -99     659     -99      20     -99    6.22     -99    2.57     -99    0.34     -99      79     -99       6     -99
 132 PASA1701BN     5  1 BN      31     -99      34     -99      43     -99      69     -99    2929     -99    3723     -99     731     -99  0.4010     -99    4.30     -99    4307     -99    1380     -99    2.09     -99   0.680     -99   78.69     -99     108     -99     129     -99       6     -99    3.68     -99     617     -99      19     -99    6.25     -99    2.58     -99    0.36     -99      76     -99       6     -99
 133 PASA1701BN     5  1 BN      32     -99      34     -99      44     -99      71     -99    2920     -99    3716     -99     724     -99  0.4030     -99    4.30     -99    4292     -99    1370     -99    2.00     -99   0.680     -99   78.59     -99     107     -99     128     -99       5     -99    3.66     -99     630     -99      20     -99    6.10     -99    2.56     -99    0.33     -99      78     -99       5     -99
 134 PASA1701BN     5  1 BN      32     -99      35     -99      45     -99      72     -99    2753     -99    3497     -99     699     -99  0.3940     -99    4.30     -99    4045     -99    1290     -99    1.85     -99   0.681     -99   78.73     -99     101     -99     121     -99       5     -99    3.66     -99     574     -99      18     -99    5.89     -99    2.54     -99    0.30     -99      79     -99       5     -99
 135 PASA1701BN     5  1 BN      32     -99      35     -99      45     -99      73     -99    2901     -99    3716     -99     705     -99  0.4112     -99    4.30     -99    4274     -99    1370     -99    1.91     -99   0.679     -99   78.06     -99     107     -99     128     -99       5     -99    3.67     -99     593     -99      18     -99    6.06     -99    2.55     -99    0.33     -99      80     -99       6     -99
 136 PASA1701BN     5  1 BN      31     -99      34     -99      44     -99      69     -99    2955     -99    3746     -99     731     -99  0.4043     -99    4.30     -99    4348     -99    1390     -99    2.13     -99   0.680     -99   78.88     -99     109     -99     130     -99       6     -99    3.69     -99     605     -99      19     -99    6.12     -99    2.65     -99    0.35     -99      76     -99       6     -99
 137 PASA1701BN     5  1 BN      31     -99      33     -99      44     -99      70     -99    2804     -99    3632     -99     775     -99  0.3616     -99    4.30     -99    4243     -99    1440     -99    1.93     -99   0.661     -99   77.19     -99     103     -99     126     -99       6     -99    3.66     -99     617     -99      19     -99    6.12     -99    2.55     -99    0.34     -99      77     -99       5     -99
 138 PASA1701BN     5  1 BN      32     -99      35     -99      45     -99      73     -99    2866     -99    3677     -99     747     -99  0.3837     -99    4.30     -99    4264     -99    1400     -99    1.82     -99   0.672     -99   77.95     -99     105     -99     127     -99       6     -99    3.66     -99     605     -99      19     -99    6.04     -99    2.50     -99    0.32     -99      80     -99       5     -99
 139 PASA1701BN     5  1 BN      31     -99      34     -99      44     -99      71     -99    2854     -99    3646     -99     699     -99  0.4082     -99    4.30     -99    4213     -99    1360     -99    1.93     -99   0.677     -99   78.29     -99     105     -99     126     -99       5     -99    3.68     -99     591     -99      18     -99    5.99     -99    2.57     -99    0.33     -99      78     -99       5     -99
 140 PASA1701BN     5  1 BN      31     -99      34     -99      44     -99      69     -99    3071     -99    3919     -99     789     -99  0.3894     -99    4.30     -99    4517     -99    1450     -99    2.24     -99   0.680     -99   78.36     -99     113     -99     136     -99       6     -99    3.70     -99     641     -99      20     -99    6.18     -99    2.63     -99    0.35     -99      76     -99       6     -99
 141 PASA1701BN     5  1 BN      30     -99      33     -99      43     -99      70     -99    2943     -99    3770     -99     768     -99  0.3830     -99    4.30     -99    4366     -99    1420     -99    2.03     -99   0.674     -99   78.05     -99     108     -99     130     -99       6     -99    3.67     -99     614     -99      19     -99    6.06     -99    2.58     -99    0.33     -99      77     -99       5     -99
 142 PASA1701BN     5  1 BN      31     -99      34     -99      44     -99      69     -99    2941     -99    3753     -99     750     -99  0.3921     -99    4.30     -99    4328     -99    1390     -99    2.14     -99   0.679     -99   78.37     -99     109     -99     130     -99       5     -99    3.69     -99     598     -99      19     -99    6.15     -99    2.61     -99    0.36     -99      76     -99       6     -99
 143 PASA1701BN     5  1 BN      32     -99      34     -99      44     -99      72     -99    2955     -99    3805     -99     794     -99  0.3720     -99    4.30     -99    4419     -99    1460     -99    2.02     -99   0.669     -99   77.66     -99     108     -99     131     -99       6     -99    3.66     -99     632     -99      19     -99    6.19     -99    2.53     -99    0.34     -99      79     -99       6     -99
 144 PASA1701BN     5  1 BN      32     -99      35     -99      45     -99      72     -99    2976     -99    3832     -99     781     -99  0.3810     -99    4.30     -99    4440     -99    1460     -99    2.05     -99   0.670     -99   77.65     -99     109     -99     132     -99       6     -99    3.68     -99     622     -99      19     -99    6.01     -99    2.57     -99    0.32     -99      79     -99       6     -99
 145 PASA1701BN     5  1 BN      33     -99      36     -99      47     -99      76     -99    3142     -99    4007     -99     773     -99  0.4067     -99    4.30     -99    4640     -99    1500     -99    2.08     -99   0.677     -99   78.42     -99     115     -99     138     -99       6     -99    3.65     -99     643     -99      20     -99    6.09     -99    2.46     -99    0.33     -99      83     -99       6     -99
 146 PASA1701BN     5  1 BN      32     -99      35     -99      45     -99      71     -99    2851     -99    3683     -99     774     -99  0.3684     -99    4.30     -99    4301     -99    1450     -99    1.84     -99   0.663     -99   77.41     -99     105     -99     128     -99       6     -99    3.67     -99     649     -99      20     -99    6.11     -99    2.56     -99    0.33     -99      78     -99       5     -99
 147 PASA1701BN     5  1 BN      30     -99      32     -99      41     -99      67     -99    2925     -99    3727     -99     744     -99  0.3931     -99    4.30     -99    4314     -99    1390     -99    2.02     -99   0.678     -99   78.48     -99     108     -99     129     -99       6     -99    3.69     -99     643     -99      20     -99    6.25     -99    2.63     -99    0.37     -99      74     -99       5     -99
 148 PASA1701BN     5  1 BN      34     -99      36     -99      47     -99      75     -99    2946     -99    3788     -99     779     -99  0.3780     -99    4.30     -99    4433     -99    1490     -99    1.79     -99   0.664     -99   77.76     -99     108     -99     131     -99       6     -99    3.66     -99     671     -99      21     -99    6.12     -99    2.52     -99    0.33     -99      82     -99       5     -99
 149 PASA1701BN     5  1 BN      33     -99      35     -99      46     -99      73     -99    3190     -99    4095     -99     845     -99  0.3776     -99    4.30     -99    4777     -99    1590     -99    2.19     -99   0.668     -99   77.89     -99     117     -99     142     -99       7     -99    3.67     -99     718     -99      22     -99    6.26     -99    2.54     -99    0.34     -99      80     -99       6     -99
 150 PASA1701BN     5  1 BN      32     -99      34     -99      44     -99      71     -99    3160     -99    4065     -99     787     -99  0.4016     -99    4.30     -99    4733     -99    1570     -99    2.17     -99   0.668     -99   77.74     -99     116     -99     141     -99       6     -99    3.68     -99     711     -99      22     -99    6.34     -99    2.59     -99    0.36     -99      78     -99       6     -99
