*EVALUATION : PASA1701BN PALMIRA_ANALISIS SENSIBILIDAD                                DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 13:37:20

@RUN EXCODE        TN RN CR   ADAPS   ADAPM   PD1PS   PD1PM   PDFPS   PDFPM   MDAPS   MDAPM   HWAMS   HWAMM   PWAMS   PWAMM   H#AMS   H#AMM   HWUMS   HWUMM   H#UMS   H#UMM   CWAMS   CWAMM   BWAMS   BWAMM   LAIXS   LAIXM   HIAMS   HIAMM   THAMS   THAMM   GNAMS   GNAMM   CNAMS   CNAMM   SNAMS   SNAMM   GN%MS   GN%MM   CWAAS   CWAAM   CNAAS   CNAAM   L#SMS   L#SMM   GL%MS   GL%MM   CHTAS   CHTAM   R8APS   R8APM   EDAPS   EDAPM
  73 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      56     -99    2148     -99    2789     -99     699     -99  0.3073     -99    4.30     -99    3326     -99    1180     -99    1.85     -99   0.646     -99   77.02     -99      85     -99     102     -99       5     -99    3.96     -99     461     -99      14     -99    6.09     -99    2.55     -99    0.38     -99      63     -99       5     -99
  74 PASA1701BN     3  1 BN      25     -99      27     -99      36     -99      56     -99    2218     -99    2881     -99     735     -99  0.3019     -99    4.30     -99    3393     -99    1170     -99    1.96     -99   0.654     -99   76.99     -99      85     -99     103     -99       5     -99    3.84     -99     483     -99      15     -99    6.08     -99    2.77     -99    0.38     -99      63     -99       5     -99
  75 PASA1701BN     3  1 BN      25     -99      27     -99      36     -99      56     -99    2167     -99    2810     -99     712     -99  0.3045     -99    4.30     -99    3322     -99    1160     -99    1.86     -99   0.652     -99   77.09     -99      84     -99     102     -99       5     -99    3.88     -99     446     -99      14     -99    6.02     -99    2.70     -99    0.37     -99      63     -99       5     -99
  76 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      56     -99    2270     -99    2937     -99     743     -99  0.3055     -99    4.30     -99    3475     -99    1210     -99    1.96     -99   0.653     -99   77.28     -99      88     -99     106     -99       5     -99    3.89     -99     513     -99      16     -99    6.21     -99    2.70     -99    0.39     -99      63     -99       5     -99
  77 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      56     -99    2303     -99    2988     -99     760     -99  0.3030     -99    4.30     -99    3559     -99    1260     -99    1.99     -99   0.647     -99   77.08     -99      89     -99     108     -99       5     -99    3.88     -99     507     -99      16     -99    6.12     -99    2.70     -99    0.38     -99      63     -99       5     -99
  78 PASA1701BN     3  1 BN      25     -99      28     -99      36     -99      57     -99    2363     -99    3048     -99     722     -99  0.3274     -99    4.30     -99    3586     -99    1220     -99    1.92     -99   0.659     -99   77.53     -99      92     -99     110     -99       5     -99    3.88     -99     479     -99      15     -99    6.05     -99    2.70     -99    0.39     -99      64     -99       5     -99
  79 PASA1701BN     3  1 BN      26     -99      28     -99      36     -99      57     -99    2340     -99    3028     -99     771     -99  0.3034     -99    4.30     -99    3600     -99    1260     -99    1.94     -99   0.650     -99   77.26     -99      90     -99     109     -99       5     -99    3.86     -99     549     -99      17     -99    6.30     -99    2.72     -99    0.39     -99      64     -99       5     -99
  80 PASA1701BN     3  1 BN      25     -99      28     -99      36     -99      57     -99    2389     -99    3071     -99     773     -99  0.3090     -99    4.30     -99    3606     -99    1220     -99    1.97     -99   0.662     -99   77.79     -99      91     -99     110     -99       5     -99    3.83     -99     488     -99      15     -99    6.06     -99    2.77     -99    0.38     -99      64     -99       5     -99
  81 PASA1701BN     3  1 BN      25     -99      28     -99      36     -99      57     -99    2352     -99    3011     -99     729     -99  0.3226     -99    4.30     -99    3518     -99    1170     -99    1.94     -99   0.669     -99   78.12     -99      90     -99     108     -99       5     -99    3.84     -99     469     -99      15     -99    6.04     -99    2.73     -99    0.37     -99      64     -99       5     -99
  82 PASA1701BN     3  1 BN      25     -99      27     -99      36     -99      57     -99    2364     -99    3043     -99     761     -99  0.3107     -99    4.30     -99    3601     -99    1240     -99    1.95     -99   0.657     -99   77.70     -99      90     -99     109     -99       5     -99    3.81     -99     483     -99      15     -99    6.08     -99    2.78     -99    0.38     -99      64     -99       5     -99
  83 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      55     -99    2269     -99    2941     -99     748     -99  0.3031     -99    4.30     -99    3512     -99    1240     -99    2.01     -99   0.646     -99   77.13     -99      87     -99     106     -99       5     -99    3.84     -99     521     -99      16     -99    6.25     -99    2.76     -99    0.40     -99      62     -99       5     -99
  84 PASA1701BN     3  1 BN      26     -99      28     -99      36     -99      57     -99    2355     -99    3057     -99     782     -99  0.3011     -99    4.30     -99    3625     -99    1270     -99    1.95     -99   0.650     -99   77.03     -99      90     -99     109     -99       5     -99    3.81     -99     529     -99      16     -99    6.22     -99    2.78     -99    0.40     -99      64     -99       5     -99
  85 PASA1701BN     3  1 BN      25     -99      28     -99      36     -99      57     -99    2370     -99    3015     -99     727     -99  0.3263     -99    4.30     -99    3517     -99    1150     -99    1.93     -99   0.674     -99   78.61     -99      91     -99     108     -99       5     -99    3.82     -99     461     -99      14     -99    5.93     -99    2.75     -99    0.36     -99      64     -99       5     -99
  86 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      56     -99    2387     -99    3086     -99     783     -99  0.3048     -99    4.30     -99    3641     -99    1250     -99    2.03     -99   0.656     -99   77.37     -99      91     -99     110     -99       5     -99    3.82     -99     523     -99      16     -99    6.21     -99    2.77     -99    0.39     -99      63     -99       5     -99
  87 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      57     -99    2384     -99    3024     -99     719     -99  0.3314     -99    4.30     -99    3550     -99    1170     -99    1.94     -99   0.672     -99   78.85     -99      90     -99     108     -99       5     -99    3.79     -99     492     -99      15     -99    6.13     -99    2.75     -99    0.38     -99      64     -99       5     -99
  88 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      56     -99    2400     -99    3106     -99     786     -99  0.3053     -99    4.30     -99    3671     -99    1270     -99    2.05     -99   0.654     -99   77.27     -99      92     -99     111     -99       5     -99    3.82     -99     529     -99      16     -99    6.23     -99    2.77     -99    0.40     -99      63     -99       5     -99
  89 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      56     -99    2365     -99    3070     -99     775     -99  0.3050     -99    4.30     -99    3630     -99    1270     -99    2.00     -99   0.651     -99   77.03     -99      91     -99     110     -99       5     -99    3.84     -99     509     -99      16     -99    6.22     -99    2.73     -99    0.40     -99      63     -99       5     -99
  90 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      56     -99    2387     -99    3090     -99     794     -99  0.3007     -99    4.30     -99    3653     -99    1270     -99    2.05     -99   0.653     -99   77.24     -99      92     -99     111     -99       5     -99    3.84     -99     539     -99      17     -99    6.27     -99    2.77     -99    0.41     -99      63     -99       5     -99
  91 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      56     -99    2377     -99    3086     -99     794     -99  0.2994     -99    4.30     -99    3652     -99    1280     -99    2.06     -99   0.651     -99   77.04     -99      91     -99     110     -99       5     -99    3.81     -99     511     -99      16     -99    6.15     -99    2.77     -99    0.38     -99      63     -99       5     -99
  92 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      57     -99    2472     -99    3155     -99     756     -99  0.3271     -99    4.30     -99    3695     -99    1220     -99    2.01     -99   0.669     -99   78.35     -99      94     -99     113     -99       5     -99    3.82     -99     498     -99      15     -99    6.13     -99    2.75     -99    0.39     -99      64     -99       5     -99
  93 PASA1701BN     3  1 BN      25     -99      28     -99      36     -99      57     -99    2480     -99    3190     -99     778     -99  0.3187     -99    4.30     -99    3720     -99    1240     -99    1.99     -99   0.667     -99   77.73     -99      95     -99     113     -99       5     -99    3.81     -99     497     -99      15     -99    6.06     -99    2.77     -99    0.38     -99      64     -99       5     -99
  94 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      56     -99    2431     -99    3149     -99     809     -99  0.3007     -99    4.30     -99    3767     -99    1340     -99    2.04     -99   0.645     -99   77.21     -99      94     -99     114     -99       6     -99    3.86     -99     527     -99      16     -99    6.15     -99    2.74     -99    0.38     -99      63     -99       5     -99
  95 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      55     -99    2300     -99    2985     -99     771     -99  0.2982     -99    4.30     -99    3546     -99    1250     -99    2.05     -99   0.649     -99   77.04     -99      88     -99     107     -99       5     -99    3.83     -99     531     -99      17     -99    6.26     -99    2.76     -99    0.40     -99      62     -99       5     -99
  96 PASA1701BN     3  1 BN      25     -99      27     -99      35     -99      56     -99    2454     -99    3181     -99     822     -99  0.2987     -99    4.30     -99    3799     -99    1350     -99    2.09     -99   0.646     -99   77.15     -99      96     -99     116     -99       6     -99    3.91     -99     537     -99      17     -99    6.22     -99    2.67     -99    0.40     -99      63     -99       5     -99
  97 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      57     -99    2383     -99    3058     -99     765     -99  0.3114     -99    4.30     -99    3634     -99    1250     -99    2.17     -99   0.656     -99   77.93     -99      91     -99     110     -99       5     -99    3.83     -99     567     -99      18     -99    6.48     -99    2.75     -99    0.43     -99      64     -99       5     -99
  98 PASA1701BN     4  1 BN      27     -99      29     -99      37     -99      58     -99    2287     -99    2971     -99     759     -99  0.3012     -99    4.30     -99    3532     -99    1240     -99    2.06     -99   0.647     -99   76.96     -99      87     -99     106     -99       5     -99    3.82     -99     560     -99      17     -99    6.48     -99    2.78     -99    0.42     -99      65     -99       5     -99
  99 PASA1701BN     4  1 BN      26     -99      28     -99      37     -99      57     -99    2308     -99    3009     -99     769     -99  0.3001     -99    4.30     -99    3547     -99    1240     -99    2.13     -99   0.651     -99   76.72     -99      89     -99     108     -99       5     -99    3.85     -99     536     -99      17     -99    6.40     -99    2.76     -99    0.41     -99      64     -99       5     -99
 100 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      57     -99    2395     -99    3107     -99     796     -99  0.3010     -99    4.30     -99    3685     -99    1290     -99    2.16     -99   0.650     -99   77.10     -99      92     -99     111     -99       5     -99    3.84     -99     561     -99      18     -99    6.52     -99    2.76     -99    0.44     -99      64     -99       5     -99
 101 PASA1701BN     4  1 BN      27     -99      29     -99      37     -99      59     -99    2503     -99    3204     -99     791     -99  0.3166     -99    4.30     -99    3769     -99    1270     -99    2.12     -99   0.664     -99   78.11     -99      95     -99     114     -99       5     -99    3.80     -99     598     -99      19     -99    6.57     -99    2.77     -99    0.43     -99      66     -99       5     -99
 102 PASA1701BN     4  1 BN      27     -99      29     -99      37     -99      58     -99    2492     -99    3177     -99     780     -99  0.3196     -99    4.30     -99    3787     -99    1290     -99    2.15     -99   0.658     -99   78.44     -99      95     -99     114     -99       6     -99    3.81     -99     603     -99      19     -99    6.54     -99    2.76     -99    0.44     -99      65     -99       5     -99
 103 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      57     -99    2430     -99    3125     -99     803     -99  0.3025     -99    4.30     -99    3756     -99    1330     -99    2.15     -99   0.647     -99   77.76     -99      92     -99     112     -99       6     -99    3.79     -99     567     -99      18     -99    6.49     -99    2.79     -99    0.43     -99      64     -99       5     -99
 104 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      57     -99    2496     -99    3199     -99     813     -99  0.3072     -99    4.30     -99    3867     -99    1370     -99    2.27     -99   0.646     -99   78.05     -99      96     -99     117     -99       6     -99    3.86     -99     604     -99      19     -99    6.48     -99    2.76     -99    0.42     -99      64     -99       5     -99
 105 PASA1701BN     4  1 BN      26     -99      28     -99      37     -99      57     -99    2362     -99    3067     -99     776     -99  0.3044     -99    4.30     -99    3663     -99    1300     -99    2.10     -99   0.645     -99   77.01     -99      93     -99     112     -99       5     -99    3.93     -99     535     -99      17     -99    6.39     -99    2.62     -99    0.42     -99      64     -99       5     -99
 106 PASA1701BN     4  1 BN      26     -99      29     -99      37     -99      57     -99    2425     -99    3144     -99     802     -99  0.3025     -99    4.30     -99    3712     -99    1290     -99    2.23     -99   0.653     -99   77.13     -99      93     -99     113     -99       5     -99    3.84     -99     559     -99      17     -99    6.37     -99    2.77     -99    0.41     -99      64     -99       5     -99
 107 PASA1701BN     4  1 BN      26     -99      29     -99      37     -99      57     -99    2386     -99    3092     -99     776     -99  0.3073     -99    4.30     -99    3669     -99    1280     -99    2.13     -99   0.650     -99   77.15     -99      92     -99     112     -99       5     -99    3.87     -99     520     -99      16     -99    6.30     -99    2.72     -99    0.40     -99      64     -99       5     -99
 108 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      57     -99    2468     -99    3196     -99     804     -99  0.3069     -99    4.30     -99    3797     -99    1330     -99    2.22     -99   0.650     -99   77.24     -99      96     -99     116     -99       6     -99    3.90     -99     589     -99      18     -99    6.52     -99    2.68     -99    0.43     -99      64     -99       5     -99
 109 PASA1701BN     4  1 BN      26     -99      28     -99      37     -99      57     -99    2516     -99    3262     -99     826     -99  0.3044     -99    4.30     -99    3896     -99    1380     -99    2.25     -99   0.646     -99   77.13     -99      98     -99     119     -99       6     -99    3.90     -99     584     -99      18     -99    6.43     -99    2.67     -99    0.41     -99      64     -99       5     -99
 110 PASA1701BN     4  1 BN      27     -99      29     -99      37     -99      58     -99    2533     -99    3303     -99     814     -99  0.3113     -99    4.30     -99    3946     -99    1410     -99    2.17     -99   0.642     -99   76.68     -99      98     -99     119     -99       6     -99    3.87     -99     629     -99      20     -99    6.61     -99    2.74     -99    0.43     -99      65     -99       5     -99
 111 PASA1701BN     4  1 BN      27     -99      29     -99      37     -99      58     -99    2538     -99    3276     -99     824     -99  0.3079     -99    4.30     -99    3907     -99    1370     -99    2.16     -99   0.650     -99   77.48     -99      98     -99     119     -99       6     -99    3.86     -99     625     -99      20     -99    6.60     -99    2.72     -99    0.43     -99      65     -99       5     -99
 112 PASA1701BN     4  1 BN      26     -99      29     -99      37     -99      58     -99    2611     -99    3345     -99     834     -99  0.3131     -99    4.30     -99    3944     -99    1330     -99    2.23     -99   0.662     -99   78.03     -99     100     -99     120     -99       6     -99    3.84     -99     566     -99      18     -99    6.36     -99    2.76     -99    0.41     -99      65     -99       5     -99
 113 PASA1701BN     4  1 BN      26     -99      29     -99      37     -99      58     -99    2579     -99    3302     -99     801     -99  0.3219     -99    4.30     -99    3870     -99    1290     -99    2.21     -99   0.666     -99   78.09     -99      99     -99     118     -99       5     -99    3.84     -99     547     -99      17     -99    6.35     -99    2.73     -99    0.41     -99      65     -99       5     -99
 114 PASA1701BN     4  1 BN      26     -99      29     -99      37     -99      58     -99    2601     -99    3351     -99     841     -99  0.3092     -99    4.30     -99    3977     -99    1380     -99    2.22     -99   0.654     -99   77.60     -99      99     -99     120     -99       6     -99    3.81     -99     561     -99      17     -99    6.37     -99    2.78     -99    0.43     -99      65     -99       5     -99
 115 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      57     -99    2540     -99    3271     -99     816     -99  0.3111     -99    4.30     -99    3893     -99    1350     -99    2.25     -99   0.652     -99   77.64     -99      98     -99     118     -99       6     -99    3.85     -99     597     -99      19     -99    6.56     -99    2.75     -99    0.43     -99      64     -99       5     -99
 116 PASA1701BN     4  1 BN      27     -99      29     -99      37     -99      58     -99    2562     -99    3325     -99     851     -99  0.3009     -99    4.30     -99    3952     -99    1390     -99    2.20     -99   0.648     -99   77.06     -99      98     -99     119     -99       6     -99    3.81     -99     602     -99      19     -99    6.50     -99    2.78     -99    0.44     -99      65     -99       5     -99
 117 PASA1701BN     4  1 BN      27     -99      29     -99      37     -99      58     -99    2578     -99    3318     -99     809     -99  0.3187     -99    4.30     -99    3937     -99    1360     -99    2.20     -99   0.655     -99   77.67     -99      98     -99     119     -99       6     -99    3.81     -99     616     -99      19     -99    6.52     -99    2.76     -99    0.42     -99      65     -99       5     -99
 118 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      57     -99    2592     -99    3337     -99     838     -99  0.3094     -99    4.30     -99    3951     -99    1360     -99    2.29     -99   0.656     -99   77.70     -99      99     -99     120     -99       6     -99    3.82     -99     602     -99      19     -99    6.51     -99    2.77     -99    0.43     -99      64     -99       5     -99
 119 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      58     -99    2606     -99    3311     -99     778     -99  0.3350     -99    4.30     -99    3892     -99    1290     -99    2.19     -99   0.670     -99   78.71     -99      99     -99     118     -99       6     -99    3.78     -99     569     -99      18     -99    6.45     -99    2.77     -99    0.42     -99      65     -99       5     -99
 120 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      57     -99    2606     -99    3365     -99     854     -99  0.3051     -99    4.30     -99    3986     -99    1380     -99    2.31     -99   0.654     -99   77.44     -99      99     -99     120     -99       6     -99    3.82     -99     605     -99      19     -99    6.53     -99    2.77     -99    0.43     -99      64     -99       5     -99
 121 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      57     -99    2564     -99    3324     -99     835     -99  0.3069     -99    4.30     -99    3940     -99    1380     -99    2.24     -99   0.651     -99   77.13     -99      98     -99     120     -99       6     -99    3.84     -99     585     -99      18     -99    6.53     -99    2.72     -99    0.43     -99      64     -99       5     -99
 122 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      57     -99    2582     -99    3330     -99     845     -99  0.3056     -99    4.30     -99    3937     -99    1350     -99    2.28     -99   0.656     -99   77.53     -99      99     -99     119     -99       6     -99    3.84     -99     618     -99      19     -99    6.58     -99    2.77     -99    0.44     -99      64     -99       5     -99
 123 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      57     -99    2592     -99    3358     -99     857     -99  0.3026     -99    4.30     -99    3986     -99    1390     -99    2.32     -99   0.650     -99   77.19     -99      99     -99     120     -99       6     -99    3.81     -99     590     -99      18     -99    6.45     -99    2.77     -99    0.42     -99      64     -99       5     -99
 124 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      58     -99    2708     -99    3443     -99     816     -99  0.3319     -99    4.30     -99    4043     -99    1340     -99    2.28     -99   0.670     -99   78.65     -99     104     -99     123     -99       6     -99    3.83     -99     577     -99      18     -99    6.44     -99    2.73     -99    0.42     -99      65     -99       5     -99
 125 PASA1701BN     4  1 BN      26     -99      29     -99      37     -99      58     -99    2699     -99    3475     -99     849     -99  0.3178     -99    4.30     -99    4062     -99    1360     -99    2.27     -99   0.664     -99   77.66     -99     103     -99     123     -99       5     -99    3.81     -99     577     -99      18     -99    6.36     -99    2.77     -99    0.40     -99      65     -99       5     -99
 126 PASA1701BN     4  1 BN      26     -99      28     -99      37     -99      57     -99    2650     -99    3425     -99     875     -99  0.3030     -99    4.30     -99    4109     -99    1460     -99    2.31     -99   0.645     -99   77.37     -99     102     -99     124     -99       7     -99    3.85     -99     609     -99      19     -99    6.45     -99    2.77     -99    0.42     -99      64     -99       5     -99
 127 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      56     -99    2494     -99    3234     -99     835     -99  0.2986     -99    4.30     -99    3853     -99    1360     -99    2.29     -99   0.647     -99   77.13     -99      96     -99     117     -99       6     -99    3.84     -99     604     -99      19     -99    6.55     -99    2.74     -99    0.44     -99      63     -99       5     -99
 128 PASA1701BN     4  1 BN      26     -99      28     -99      36     -99      57     -99    2681     -99    3449     -99     880     -99  0.3048     -99    4.30     -99    4129     -99    1450     -99    2.36     -99   0.649     -99   77.75     -99     105     -99     126     -99       6     -99    3.92     -99     617     -99      19     -99    6.53     -99    2.64     -99    0.43     -99      64     -99       5     -99
 129 PASA1701BN     5  1 BN      27     -99      29     -99      37     -99      58     -99    2547     -99    3254     -99     801     -99  0.3181     -99    4.30     -99    3886     -99    1340     -99    2.38     -99   0.656     -99   78.29     -99      97     -99     117     -99       6     -99    3.83     -99     642     -99      20     -99    6.79     -99    2.75     -99    0.46     -99      65     -99       5     -99
 130 PASA1701BN     5  1 BN      28     -99      30     -99      38     -99      59     -99    2446     -99    3179     -99     810     -99  0.3017     -99    4.30     -99    3791     -99    1350     -99    2.27     -99   0.645     -99   76.92     -99      93     -99     114     -99       6     -99    3.82     -99     632     -99      20     -99    6.78     -99    2.78     -99    0.45     -99      66     -99       5     -99
 131 PASA1701BN     5  1 BN      27     -99      29     -99      38     -99      58     -99    2477     -99    3222     -99     821     -99  0.3016     -99    4.30     -99    3812     -99    1330     -99    2.34     -99   0.650     -99   76.89     -99      95     -99     116     -99       5     -99    3.85     -99     606     -99      19     -99    6.70     -99    2.76     -99    0.45     -99      65     -99       5     -99
 132 PASA1701BN     5  1 BN      27     -99      29     -99      37     -99      58     -99    2547     -99    3289     -99     840     -99  0.3032     -99    4.30     -99    3922     -99    1370     -99    2.35     -99   0.649     -99   77.46     -99      98     -99     119     -99       6     -99    3.85     -99     636     -99      20     -99    6.83     -99    2.75     -99    0.46     -99      65     -99       5     -99
 133 PASA1701BN     5  1 BN      28     -99      30     -99      38     -99      60     -99    2681     -99    3417     -99     831     -99  0.3226     -99    4.30     -99    4039     -99    1360     -99    2.32     -99   0.664     -99   78.45     -99     102     -99     122     -99       6     -99    3.80     -99     672     -99      21     -99    6.86     -99    2.77     -99    0.46     -99      67     -99       5     -99
 134 PASA1701BN     5  1 BN      28     -99      30     -99      38     -99      59     -99    2639     -99    3366     -99     819     -99  0.3222     -99    4.30     -99    4026     -99    1390     -99    2.36     -99   0.656     -99   78.42     -99     101     -99     121     -99       6     -99    3.81     -99     680     -99      21     -99    6.83     -99    2.76     -99    0.46     -99      66     -99       5     -99
 135 PASA1701BN     5  1 BN      27     -99      29     -99      37     -99      59     -99    2693     -99    3425     -99     843     -99  0.3195     -99    4.30     -99    4109     -99    1420     -99    2.35     -99   0.656     -99   78.64     -99     102     -99     123     -99       7     -99    3.80     -99     643     -99      20     -99    6.79     -99    2.78     -99    0.46     -99      66     -99       5     -99
 136 PASA1701BN     5  1 BN      27     -99      29     -99      38     -99      58     -99    2667     -99    3405     -99     859     -99  0.3104     -99    4.30     -99    4134     -99    1470     -99    2.49     -99   0.645     -99   78.33     -99     103     -99     125     -99       7     -99    3.85     -99     682     -99      22     -99    6.77     -99    2.77     -99    0.46     -99      65     -99       5     -99
 137 PASA1701BN     5  1 BN      27     -99      29     -99      38     -99      59     -99    2627     -99    3377     -99     829     -99  0.3170     -99    4.30     -99    4019     -99    1390     -99    2.31     -99   0.654     -99   77.79     -99     104     -99     124     -99       6     -99    3.95     -99     607     -99      19     -99    6.70     -99    2.59     -99    0.45     -99      66     -99       5     -99
 138 PASA1701BN     5  1 BN      27     -99      30     -99      38     -99      58     -99    2606     -99    3368     -99     854     -99  0.3052     -99    4.30     -99    3990     -99    1380     -99    2.47     -99   0.653     -99   77.39     -99     100     -99     121     -99       6     -99    3.84     -99     627     -99      20     -99    6.64     -99    2.77     -99    0.44     -99      65     -99       5     -99
 139 PASA1701BN     5  1 BN      27     -99      30     -99      38     -99      58     -99    2567     -99    3326     -99     840     -99  0.3057     -99    4.30     -99    3957     -99    1390     -99    2.36     -99   0.649     -99   77.18     -99      99     -99     120     -99       6     -99    3.86     -99     592     -99      19     -99    6.61     -99    2.72     -99    0.43     -99      65     -99       5     -99
 140 PASA1701BN     5  1 BN      27     -99      29     -99      38     -99      58     -99    2626     -99    3398     -99     854     -99  0.3076     -99    4.30     -99    4059     -99    1430     -99    2.44     -99   0.647     -99   77.28     -99     102     -99     124     -99       6     -99    3.89     -99     665     -99      21     -99    6.81     -99    2.70     -99    0.46     -99      65     -99       5     -99
 141 PASA1701BN     5  1 BN      27     -99      29     -99      38     -99      58     -99    2688     -99    3478     -99     880     -99  0.3053     -99    4.30     -99    4171     -99    1480     -99    2.47     -99   0.644     -99   77.28     -99     105     -99     127     -99       6     -99    3.90     -99     658     -99      21     -99    6.73     -99    2.66     -99    0.45     -99      65     -99       5     -99
 142 PASA1701BN     5  1 BN      28     -99      30     -99      38     -99      59     -99    2707     -99    3534     -99     882     -99  0.3068     -99    4.30     -99    4235     -99    1530     -99    2.38     -99   0.639     -99   76.61     -99     105     -99     128     -99       7     -99    3.88     -99     709     -99      22     -99    6.90     -99    2.72     -99    0.49     -99      66     -99       5     -99
 143 PASA1701BN     5  1 BN      28     -99      30     -99      38     -99      59     -99    2706     -99    3489     -99     868     -99  0.3117     -99    4.30     -99    4183     -99    1480     -99    2.37     -99   0.647     -99   77.58     -99     105     -99     127     -99       7     -99    3.86     -99     705     -99      22     -99    6.89     -99    2.71     -99    0.46     -99      66     -99       5     -99
 144 PASA1701BN     5  1 BN      28     -99      30     -99      38     -99      59     -99    2759     -99    3558     -99     901     -99  0.3063     -99    4.30     -99    4279     -99    1520     -99    2.41     -99   0.645     -99   77.54     -99     106     -99     129     -99       7     -99    3.83     -99     716     -99      23     -99    6.93     -99    2.77     -99    0.50     -99      66     -99       5     -99
 145 PASA1701BN     5  1 BN      28     -99      30     -99      38     -99      59     -99    2727     -99    3522     -99     871     -99  0.3131     -99    4.30     -99    4210     -99    1480     -99    2.40     -99   0.648     -99   77.41     -99     105     -99     127     -99       7     -99    3.84     -99     690     -99      22     -99    6.90     -99    2.74     -99    0.49     -99      66     -99       5     -99
 146 PASA1701BN     5  1 BN      27     -99      30     -99      38     -99      59     -99    2767     -99    3552     -99     888     -99  0.3117     -99    4.30     -99    4231     -99    1460     -99    2.44     -99   0.654     -99   77.90     -99     106     -99     127     -99       6     -99    3.81     -99     638     -99      20     -99    6.67     -99    2.76     -99    0.44     -99      66     -99       5     -99
 147 PASA1701BN     5  1 BN      27     -99      29     -99      37     -99      58     -99    2679     -99    3464     -99     876     -99  0.3056     -99    4.30     -99    4146     -99    1470     -99    2.46     -99   0.646     -99   77.33     -99     103     -99     125     -99       6     -99    3.85     -99     677     -99      21     -99    6.86     -99    2.75     -99    0.47     -99      65     -99       5     -99
 148 PASA1701BN     5  1 BN      28     -99      30     -99      38     -99      60     -99    2832     -99    3632     -99     904     -99  0.3134     -99    4.30     -99    4312     -99    1480     -99    2.41     -99   0.657     -99   77.98     -99     108     -99     130     -99       6     -99    3.81     -99     682     -99      21     -99    6.77     -99    2.77     -99    0.47     -99      67     -99       5     -99
 149 PASA1701BN     5  1 BN      28     -99      30     -99      38     -99      60     -99    2853     -99    3647     -99     869     -99  0.3283     -99    4.30     -99    4315     -99    1460     -99    2.41     -99   0.661     -99   78.23     -99     109     -99     131     -99       6     -99    3.81     -99     695     -99      22     -99    6.81     -99    2.76     -99    0.46     -99      67     -99       5     -99
 150 PASA1701BN     5  1 BN      27     -99      29     -99      37     -99      59     -99    2867     -99    3651     -99     878     -99  0.3264     -99    4.30     -99    4322     -99    1450     -99    2.51     -99   0.663     -99   78.52     -99     110     -99     131     -99       6     -99    3.82     -99     683     -99      22     -99    6.80     -99    2.77     -99    0.46     -99      66     -99       5     -99
 151 PASA1701BN     5  1 BN      27     -99      29     -99      37     -99      59     -99    2758     -99    3499     -99     809     -99  0.3410     -99    4.30     -99    4168     -99    1410     -99    2.42     -99   0.662     -99   78.83     -99     104     -99     125     -99       6     -99    3.77     -99     647     -99      20     -99    6.76     -99    2.79     -99    0.46     -99      66     -99       5     -99
 152 PASA1701BN     5  1 BN      27     -99      29     -99      37     -99      58     -99    2779     -99    3581     -99     898     -99  0.3095     -99    4.30     -99    4263     -99    1480     -99    2.53     -99   0.652     -99   77.61     -99     106     -99     128     -99       6     -99    3.81     -99     687     -99      22     -99    6.84     -99    2.77     -99    0.47     -99      65     -99       5     -99
 153 PASA1701BN     5  1 BN      27     -99      29     -99      37     -99      58     -99    2727     -99    3534     -99     888     -99  0.3072     -99    4.30     -99    4205     -99    1480     -99    2.44     -99   0.649     -99   77.17     -99     105     -99     127     -99       6     -99    3.84     -99     665     -99      21     -99    6.85     -99    2.72     -99    0.47     -99      65     -99       5     -99
