*EVALUATION : PASA1701BN PALMIRA_ANALISIS SENSIBILIDAD                                DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 13:37:20

@RUN EXCODE        TN RN CR   ADAPS   ADAPM   PD1PS   PD1PM   PDFPS   PDFPM   MDAPS   MDAPM   HWAMS   HWAMM   PWAMS   PWAMM   H#AMS   H#AMM   HWUMS   HWUMM   H#UMS   H#UMM   CWAMS   CWAMM   BWAMS   BWAMM   LAIXS   LAIXM   HIAMS   HIAMM   THAMS   THAMM   GNAMS   GNAMM   CNAMS   CNAMM   SNAMS   SNAMM   GN%MS   GN%MM   CWAAS   CWAAM   CNAAS   CNAAM   L#SMS   L#SMM   GL%MS   GL%MM   CHTAS   CHTAM   R8APS   R8APM   EDAPS   EDAPM
 154 PASA1701BN     5  1 BN      27     -99      29     -99      37     -99      58     -99    2744     -99    3538     -99     892     -99  0.3076     -99    4.30     -99    4210     -99    1470     -99    2.50     -99   0.652     -99   77.54     -99     106     -99     128     -99       6     -99    3.85     -99     698     -99      22     -99    6.89     -99    2.75     -99    0.48     -99      65     -99       5     -99
 155 PASA1701BN     5  1 BN      27     -99      29     -99      37     -99      58     -99    2767     -99    3575     -99     908     -99  0.3048     -99    4.30     -99    4259     -99    1490     -99    2.54     -99   0.650     -99   77.42     -99     105     -99     128     -99       7     -99    3.80     -99     673     -99      21     -99    6.75     -99    2.77     -99    0.46     -99      65     -99       5     -99
 156 PASA1701BN     5  1 BN      27     -99      29     -99      37     -99      59     -99    2894     -99    3671     -99     871     -99  0.3321     -99    4.30     -99    4330     -99    1440     -99    2.50     -99   0.668     -99   78.85     -99     111     -99     132     -99       6     -99    3.82     -99     656     -99      21     -99    6.75     -99    2.75     -99    0.46     -99      66     -99       5     -99
 157 PASA1701BN     5  1 BN      28     -99      30     -99      38     -99      59     -99    2843     -99    3689     -99     938     -99  0.3031     -99    4.30     -99    4393     -99    1550     -99    2.46     -99   0.647     -99   77.08     -99     108     -99     132     -99       7     -99    3.81     -99     744     -99      23     -99    6.93     -99    2.78     -99    0.50     -99      66     -99       5     -99
 158 PASA1701BN     5  1 BN      27     -99      30     -99      38     -99      58     -99    2831     -99    3655     -99     932     -99  0.3038     -99    4.30     -99    4399     -99    1570     -99    2.53     -99   0.643     -99   77.45     -99     109     -99     132     -99       7     -99    3.84     -99     687     -99      22     -99    6.75     -99    2.78     -99    0.46     -99      65     -99       5     -99
 159 PASA1701BN     5  1 BN      27     -99      29     -99      37     -99      58     -99    2763     -99    3516     -99     858     -99  0.3221     -99    4.30     -99    4196     -99    1430     -99    2.50     -99   0.658     -99   78.59     -99     106     -99     127     -99       6     -99    3.84     -99     689     -99      22     -99    6.87     -99    2.73     -99    0.47     -99      65     -99       5     -99
 160 PASA1701BN     5  1 BN      27     -99      29     -99      38     -99      58     -99    2859     -99    3656     -99     920     -99  0.3107     -99    4.30     -99    4401     -99    1540     -99    2.59     -99   0.650     -99   78.21     -99     112     -99     134     -99       7     -99    3.91     -99     699     -99      22     -99    6.83     -99    2.65     -99    0.47     -99      65     -99       5     -99
 161 PASA1701BN     6  1 BN      28     -99      30     -99      38     -99      59     -99    2691     -99    3443     -99     845     -99  0.3183     -99    4.30     -99    4131     -99    1440     -99    2.57     -99   0.651     -99   78.16     -99     103     -99     124     -99       6     -99    3.83     -99     707     -99      22     -99    7.08     -99    2.75     -99    0.49     -99      66     -99       5     -99
 162 PASA1701BN     6  1 BN      29     -99      31     -99      39     -99      60     -99    2579     -99    3356     -99     855     -99  0.3018     -99    4.30     -99    4024     -99    1440     -99    2.46     -99   0.641     -99   76.84     -99      98     -99     120     -99       6     -99    3.81     -99     711     -99      23     -99    7.06     -99    2.78     -99    0.48     -99      67     -99       5     -99
 163 PASA1701BN     6  1 BN      28     -99      31     -99      39     -99      59     -99    2628     -99    3399     -99     860     -99  0.3054     -99    4.30     -99    4037     -99    1410     -99    2.52     -99   0.651     -99   77.31     -99     102     -99     123     -99       6     -99    3.86     -99     682     -99      22     -99    7.01     -99    2.74     -99    0.48     -99      66     -99       5     -99
 164 PASA1701BN     6  1 BN      28     -99      30     -99      38     -99      59     -99    2688     -99    3460     -99     876     -99  0.3068     -99    4.30     -99    4155     -99    1470     -99    2.54     -99   0.647     -99   77.69     -99     103     -99     125     -99       7     -99    3.84     -99     716     -99      23     -99    7.14     -99    2.76     -99    0.50     -99      66     -99       5     -99
 165 PASA1701BN     6  1 BN      29     -99      31     -99      39     -99      61     -99    2826     -99    3599     -99     865     -99  0.3269     -99    4.30     -99    4282     -99    1460     -99    2.51     -99   0.660     -99   78.53     -99     107     -99     129     -99       6     -99    3.80     -99     750     -99      24     -99    7.14     -99    2.77     -99    0.49     -99      68     -99       5     -99
 166 PASA1701BN     6  1 BN      29     -99      31     -99      39     -99      61     -99    2869     -99    3639     -99     862     -99  0.3329     -99    4.30     -99    4361     -99    1490     -99    2.56     -99   0.658     -99   78.84     -99     109     -99     131     -99       7     -99    3.81     -99     762     -99      24     -99    7.14     -99    2.77     -99    0.48     -99      68     -99       5     -99
 167 PASA1701BN     6  1 BN      28     -99      30     -99      38     -99      60     -99    2833     -99    3598     -99     874     -99  0.3241     -99    4.30     -99    4348     -99    1510     -99    2.54     -99   0.652     -99   78.73     -99     107     -99     130     -99       7     -99    3.79     -99     724     -99      23     -99    7.09     -99    2.79     -99    0.49     -99      67     -99       5     -99
 168 PASA1701BN     6  1 BN      28     -99      31     -99      39     -99      59     -99    2808     -99    3568     -99     886     -99  0.3167     -99    4.30     -99    4359     -99    1550     -99    2.68     -99   0.644     -99   78.68     -99     108     -99     131     -99       8     -99    3.86     -99     764     -99      24     -99    7.07     -99    2.76     -99    0.48     -99      66     -99       5     -99
 169 PASA1701BN     6  1 BN      28     -99      31     -99      39     -99      60     -99    2788     -99    3580     -99     874     -99  0.3188     -99    4.30     -99    4284     -99    1500     -99    2.51     -99   0.651     -99   77.88     -99     110     -99     132     -99       6     -99    3.95     -99     684     -99      22     -99    7.00     -99    2.59     -99    0.48     -99      67     -99       5     -99
 170 PASA1701BN     6  1 BN      29     -99      31     -99      39     -99      59     -99    2663     -99    3469     -99     899     -99  0.2963     -99    4.30     -99    4214     -99    1550     -99    2.61     -99   0.632     -99   76.76     -99     102     -99     125     -99       7     -99    3.83     -99     793     -99      25     -99    7.22     -99    2.79     -99    0.50     -99      66     -99       5     -99
 171 PASA1701BN     6  1 BN      29     -99      31     -99      39     -99      60     -99    2761     -99    3571     -99     906     -99  0.3047     -99    4.30     -99    4314     -99    1550     -99    2.50     -99   0.640     -99   77.33     -99     107     -99     130     -99       7     -99    3.87     -99     750     -99      24     -99    7.19     -99    2.71     -99    0.50     -99      67     -99       5     -99
 172 PASA1701BN     6  1 BN      28     -99      30     -99      39     -99      59     -99    2755     -99    3566     -99     902     -99  0.3054     -99    4.30     -99    4287     -99    1530     -99    2.65     -99   0.643     -99   77.26     -99     108     -99     130     -99       7     -99    3.90     -99     746     -99      24     -99    7.11     -99    2.67     -99    0.49     -99      66     -99       5     -99
 173 PASA1701BN     6  1 BN      28     -99      31     -99      39     -99      60     -99    2943     -99    3771     -99     927     -99  0.3174     -99    4.30     -99    4524     -99    1580     -99    2.67     -99   0.651     -99   78.05     -99     115     -99     138     -99       7     -99    3.92     -99     742     -99      24     -99    7.03     -99    2.64     -99    0.48     -99      67     -99       5     -99
 174 PASA1701BN     6  1 BN      29     -99      31     -99      39     -99      60     -99    2849     -99    3714     -99     932     -99  0.3058     -99    4.30     -99    4473     -99    1620     -99    2.57     -99   0.637     -99   76.70     -99     111     -99     135     -99       7     -99    3.88     -99     793     -99      25     -99    7.19     -99    2.72     -99    0.52     -99      67     -99       5     -99
 175 PASA1701BN     6  1 BN      29     -99      31     -99      39     -99      60     -99    2848     -99    3672     -99     915     -99  0.3112     -99    4.30     -99    4428     -99    1580     -99    2.57     -99   0.643     -99   77.57     -99     110     -99     133     -99       7     -99    3.86     -99     791     -99      25     -99    7.18     -99    2.73     -99    0.49     -99      67     -99       5     -99
 176 PASA1701BN     6  1 BN      29     -99      31     -99      39     -99      60     -99    2889     -99    3710     -99     926     -99  0.3121     -99    4.30     -99    4489     -99    1600     -99    2.60     -99   0.644     -99   77.89     -99     111     -99     134     -99       7     -99    3.83     -99     803     -99      25     -99    7.24     -99    2.77     -99    0.50     -99      67     -99       5     -99
 177 PASA1701BN     6  1 BN      29     -99      31     -99      39     -99      60     -99    2854     -99    3681     -99     908     -99  0.3142     -99    4.30     -99    4424     -99    1570     -99    2.59     -99   0.645     -99   77.52     -99     109     -99     133     -99       7     -99    3.84     -99     773     -99      24     -99    7.20     -99    2.74     -99    0.50     -99      67     -99       5     -99
 178 PASA1701BN     6  1 BN      29     -99      31     -99      39     -99      60     -99    2850     -99    3668     -99     937     -99  0.3043     -99    4.30     -99    4462     -99    1610     -99    2.56     -99   0.639     -99   77.71     -99     109     -99     133     -99       8     -99    3.81     -99     807     -99      26     -99    7.25     -99    2.78     -99    0.50     -99      67     -99       5     -99
 179 PASA1701BN     6  1 BN      28     -99      30     -99      38     -99      59     -99    2826     -99    3657     -99     926     -99  0.3053     -99    4.30     -99    4403     -99    1580     -99    2.66     -99   0.642     -99   77.29     -99     109     -99     132     -99       7     -99    3.85     -99     761     -99      24     -99    7.18     -99    2.76     -99    0.50     -99      66     -99       5     -99
 180 PASA1701BN     6  1 BN      29     -99      31     -99      40     -99      61     -99    2996     -99    3823     -99     943     -99  0.3178     -99    4.30     -99    4568     -99    1570     -99    2.63     -99   0.656     -99   78.36     -99     114     -99     137     -99       7     -99    3.81     -99     767     -99      24     -99    7.06     -99    2.78     -99    0.50     -99      68     -99       5     -99
 181 PASA1701BN     6  1 BN      29     -99      31     -99      39     -99      61     -99    3003     -99    3843     -99     920     -99  0.3263     -99    4.30     -99    4569     -99    1570     -99    2.62     -99   0.657     -99   78.16     -99     114     -99     138     -99       7     -99    3.81     -99     779     -99      25     -99    7.10     -99    2.76     -99    0.48     -99      68     -99       5     -99
 182 PASA1701BN     6  1 BN      28     -99      30     -99      38     -99      60     -99    3024     -99    3854     -99     926     -99  0.3267     -99    4.30     -99    4587     -99    1560     -99    2.71     -99   0.659     -99   78.45     -99     116     -99     139     -99       7     -99    3.83     -99     768     -99      24     -99    7.10     -99    2.77     -99    0.49     -99      67     -99       5     -99
 183 PASA1701BN     6  1 BN      28     -99      30     -99      38     -99      60     -99    2900     -99    3677     -99     831     -99  0.3488     -99    4.30     -99    4415     -99    1510     -99    2.62     -99   0.657     -99   78.87     -99     109     -99     132     -99       7     -99    3.77     -99     728     -99      23     -99    7.06     -99    2.80     -99    0.49     -99      67     -99       5     -99
 184 PASA1701BN     6  1 BN      28     -99      30     -99      38     -99      59     -99    2929     -99    3765     -99     938     -99  0.3123     -99    4.30     -99    4509     -99    1580     -99    2.73     -99   0.649     -99   77.79     -99     112     -99     135     -99       7     -99    3.81     -99     773     -99      25     -99    7.15     -99    2.78     -99    0.50     -99      66     -99       5     -99
 185 PASA1701BN     6  1 BN      28     -99      30     -99      38     -99      60     -99    3000     -99    3846     -99     937     -99  0.3201     -99    4.30     -99    4570     -99    1570     -99    2.65     -99   0.656     -99   78.00     -99     115     -99     139     -99       7     -99    3.85     -99     752     -99      24     -99    7.15     -99    2.71     -99    0.50     -99      67     -99       5     -99
 186 PASA1701BN     6  1 BN      28     -99      30     -99      38     -99      59     -99    2902     -99    3744     -99     935     -99  0.3105     -99    4.30     -99    4491     -99    1590     -99    2.74     -99   0.646     -99   77.50     -99     112     -99     135     -99       7     -99    3.85     -99     751     -99      24     -99    7.15     -99    2.75     -99    0.51     -99      66     -99       5     -99
 187 PASA1701BN     6  1 BN      28     -99      30     -99      39     -99      60     -99    3048     -99    3883     -99     947     -99  0.3218     -99    4.30     -99    4629     -99    1580     -99    2.76     -99   0.658     -99   78.50     -99     116     -99     139     -99       7     -99    3.81     -99     761     -99      24     -99    7.05     -99    2.76     -99    0.49     -99      67     -99       5     -99
 188 PASA1701BN     6  1 BN      28     -99      30     -99      39     -99      60     -99    3059     -99    3889     -99     923     -99  0.3315     -99    4.30     -99    4600     -99    1540     -99    2.71     -99   0.665     -99   78.67     -99     117     -99     140     -99       7     -99    3.82     -99     740     -99      23     -99    7.06     -99    2.76     -99    0.49     -99      67     -99       5     -99
 189 PASA1701BN     6  1 BN      29     -99      31     -99      39     -99      60     -99    2968     -99    3842     -99     973     -99  0.3049     -99    4.30     -99    4607     -99    1640     -99    2.66     -99   0.644     -99   77.26     -99     113     -99     138     -99       7     -99    3.81     -99     834     -99      26     -99    7.23     -99    2.79     -99    0.50     -99      67     -99       5     -99
 190 PASA1701BN     6  1 BN      28     -99      31     -99      39     -99      59     -99    2989     -99    3846     -99     975     -99  0.3064     -99    4.30     -99    4658     -99    1670     -99    2.74     -99   0.642     -99   77.71     -99     115     -99     140     -99       8     -99    3.85     -99     775     -99      25     -99    7.04     -99    2.76     -99    0.48     -99      66     -99       5     -99
 191 PASA1701BN     6  1 BN      28     -99      30     -99      38     -99      59     -99    2914     -99    3713     -99     909     -99  0.3207     -99    4.30     -99    4456     -99    1540     -99    2.69     -99   0.654     -99   78.49     -99     111     -99     134     -99       7     -99    3.82     -99     777     -99      25     -99    7.18     -99    2.78     -99    0.50     -99      66     -99       5     -99
 192 PASA1701BN     6  1 BN      28     -99      30     -99      39     -99      59     -99    3022     -99    3840     -99     942     -99  0.3207     -99    4.30     -99    4653     -99    1630     -99    2.80     -99   0.649     -99   78.69     -99     118     -99     142     -99       7     -99    3.91     -99     780     -99      25     -99    7.10     -99    2.66     -99    0.49     -99      66     -99       5     -99
 193 PASA1701BN     7  1 BN      29     -99      31     -99      40     -99      60     -99    2819     -99    3615     -99     893     -99  0.3157     -99    4.30     -99    4361     -99    1540     -99    2.75     -99   0.646     -99   77.99     -99     108     -99     131     -99       7     -99    3.83     -99     786     -99      25     -99    7.37     -99    2.75     -99    0.54     -99      67     -99       5     -99
 194 PASA1701BN     7  1 BN      30     -99      32     -99      40     -99      61     -99    2705     -99    3519     -99     894     -99  0.3024     -99    4.30     -99    4246     -99    1540     -99    2.66     -99   0.637     -99   76.85     -99     103     -99     126     -99       7     -99    3.81     -99     783     -99      25     -99    7.34     -99    2.79     -99    0.51     -99      68     -99       5     -99
 195 PASA1701BN     7  1 BN      29     -99      32     -99      40     -99      61     -99    2863     -99    3651     -99     888     -99  0.3224     -99    4.30     -99    4345     -99    1480     -99    2.70     -99   0.659     -99   78.42     -99     111     -99     132     -99       6     -99    3.86     -99     764     -99      24     -99    7.31     -99    2.75     -99    0.51     -99      68     -99       5     -99
 196 PASA1701BN     7  1 BN      29     -99      31     -99      39     -99      60     -99    2820     -99    3612     -99     899     -99  0.3136     -99    4.30     -99    4373     -99    1550     -99    2.71     -99   0.645     -99   78.07     -99     108     -99     131     -99       7     -99    3.85     -99     798     -99      26     -99    7.44     -99    2.75     -99    0.53     -99      67     -99       5     -99
 197 PASA1701BN     7  1 BN      30     -99      32     -99      40     -99      62     -99    2993     -99    3801     -99     898     -99  0.3332     -99    4.30     -99    4552     -99    1560     -99    2.70     -99   0.658     -99   78.75     -99     114     -99     137     -99       7     -99    3.80     -99     836     -99      27     -99    7.43     -99    2.77     -99    0.54     -99      69     -99       5     -99
 198 PASA1701BN     7  1 BN      30     -99      32     -99      40     -99      62     -99    2995     -99    3795     -99     898     -99  0.3335     -99    4.30     -99    4611     -99    1620     -99    2.77     -99   0.650     -99   78.92     -99     114     -99     138     -99       8     -99    3.81     -99     840     -99      27     -99    7.41     -99    2.75     -99    0.52     -99      69     -99       5     -99
 199 PASA1701BN     7  1 BN      29     -99      31     -99      40     -99      61     -99    2962     -99    3756     -99     897     -99  0.3300     -99    4.30     -99    4571     -99    1610     -99    2.71     -99   0.648     -99   78.86     -99     112     -99     136     -99       8     -99    3.80     -99     810     -99      26     -99    7.39     -99    2.78     -99    0.52     -99      68     -99       5     -99
 200 PASA1701BN     7  1 BN      29     -99      32     -99      40     -99      60     -99    2920     -99    3719     -99     920     -99  0.3174     -99    4.30     -99    4583     -99    1660     -99    2.87     -99   0.637     -99   78.50     -99     113     -99     137     -99       8     -99    3.86     -99     852     -99      27     -99    7.37     -99    2.76     -99    0.51     -99      67     -99       5     -99
 201 PASA1701BN     7  1 BN      29     -99      32     -99      40     -99      61     -99    2944     -99    3771     -99     919     -99  0.3205     -99    4.30     -99    4541     -99    1600     -99    2.70     -99   0.648     -99   78.06     -99     116     -99     139     -99       7     -99    3.95     -99     754     -99      24     -99    7.27     -99    2.59     -99    0.51     -99      68     -99       5     -99
 202 PASA1701BN     7  1 BN      30     -99      32     -99      40     -99      60     -99    2780     -99    3619     -99     931     -99  0.2985     -99    4.30     -99    4429     -99    1650     -99    2.79     -99   0.628     -99   76.81     -99     106     -99     131     -99       8     -99    3.82     -99     883     -99      28     -99    7.51     -99    2.79     -99    0.53     -99      67     -99       5     -99
 203 PASA1701BN     7  1 BN      30     -99      32     -99      40     -99      61     -99    2891     -99    3733     -99     944     -99  0.3064     -99    4.30     -99    4544     -99    1650     -99    2.67     -99   0.636     -99   77.46     -99     112     -99     137     -99       8     -99    3.87     -99     837     -99      27     -99    7.51     -99    2.71     -99    0.53     -99      68     -99       5     -99
 204 PASA1701BN     7  1 BN      29     -99      31     -99      40     -99      60     -99    2881     -99    3726     -99     941     -99  0.3063     -99    4.30     -99    4503     -99    1620     -99    2.83     -99   0.640     -99   77.33     -99     113     -99     136     -99       7     -99    3.90     -99     830     -99      26     -99    7.41     -99    2.67     -99    0.52     -99      67     -99       5     -99
 205 PASA1701BN     7  1 BN      29     -99      32     -99      40     -99      61     -99    3072     -99    3936     -99     963     -99  0.3190     -99    4.30     -99    4754     -99    1680     -99    2.85     -99   0.646     -99   78.05     -99     120     -99     144     -99       7     -99    3.91     -99     829     -99      26     -99    7.33     -99    2.66     -99    0.51     -99      68     -99       5     -99
 206 PASA1701BN     7  1 BN      30     -99      32     -99      40     -99      61     -99    2953     -99    3844     -99     968     -99  0.3050     -99    4.30     -99    4662     -99    1710     -99    2.74     -99   0.634     -99   76.82     -99     114     -99     140     -99       8     -99    3.87     -99     882     -99      28     -99    7.49     -99    2.73     -99    0.52     -99      68     -99       5     -99
 207 PASA1701BN     7  1 BN      30     -99      32     -99      40     -99      61     -99    2970     -99    3839     -99     962     -99  0.3087     -99    4.30     -99    4657     -99    1690     -99    2.76     -99   0.638     -99   77.36     -99     115     -99     140     -99       8     -99    3.87     -99     879     -99      28     -99    7.48     -99    2.71     -99    0.52     -99      68     -99       5     -99
 208 PASA1701BN     7  1 BN      30     -99      32     -99      40     -99      61     -99    3023     -99    3875     -99     963     -99  0.3140     -99    4.30     -99    4720     -99    1700     -99    2.78     -99   0.641     -99   78.03     -99     116     -99     141     -99       8     -99    3.83     -99     891     -99      28     -99    7.54     -99    2.77     -99    0.53     -99      68     -99       5     -99
 209 PASA1701BN     7  1 BN      30     -99      32     -99      40     -99      62     -99    3097     -99    3967     -99     957     -99  0.3235     -99    4.30     -99    4766     -99    1670     -99    2.78     -99   0.650     -99   78.08     -99     119     -99     143     -99       7     -99    3.83     -99     863     -99      28     -99    7.50     -99    2.76     -99    0.53     -99      69     -99       5     -99
 210 PASA1701BN     7  1 BN      30     -99      32     -99      40     -99      61     -99    2980     -99    3824     -99     963     -99  0.3095     -99    4.30     -99    4683     -99    1700     -99    2.74     -99   0.636     -99   77.94     -99     114     -99     139     -99       8     -99    3.81     -99     898     -99      29     -99    7.55     -99    2.77     -99    0.53     -99      68     -99       5     -99
 211 PASA1701BN     7  1 BN      29     -99      31     -99      39     -99      60     -99    2951     -99    3823     -99     963     -99  0.3063     -99    4.30     -99    4644     -99    1690     -99    2.84     -99   0.635     -99   77.20     -99     113     -99     139     -99       8     -99    3.84     -99     847     -99      27     -99    7.49     -99    2.77     -99    0.54     -99      67     -99       5     -99
 212 PASA1701BN     7  1 BN      30     -99      32     -99      41     -99      62     -99    3109     -99    3965     -99     969     -99  0.3209     -99    4.30     -99    4772     -99    1660     -99    2.83     -99   0.652     -99   78.41     -99     118     -99     143     -99       8     -99    3.80     -99     857     -99      27     -99    7.35     -99    2.78     -99    0.50     -99      69     -99       5     -99
 213 PASA1701BN     7  1 BN      30     -99      32     -99      41     -99      62     -99    3144     -99    4028     -99     978     -99  0.3216     -99    4.30     -99    4813     -99    1670     -99    2.83     -99   0.653     -99   78.05     -99     120     -99     144     -99       7     -99    3.80     -99     870     -99      28     -99    7.38     -99    2.77     -99    0.51     -99      69     -99       5     -99
 214 PASA1701BN     7  1 BN      29     -99      31     -99      40     -99      61     -99    3161     -99    4031     -99     960     -99  0.3292     -99    4.30     -99    4823     -99    1660     -99    2.89     -99   0.655     -99   78.40     -99     121     -99     145     -99       7     -99    3.83     -99     856     -99      27     -99    7.40     -99    2.77     -99    0.52     -99      68     -99       5     -99
 215 PASA1701BN     7  1 BN      29     -99      31     -99      40     -99      62     -99    3056     -99    3871     -99     856     -99  0.3568     -99    4.30     -99    4748     -99    1690     -99    2.81     -99   0.644     -99   78.95     -99     115     -99     140     -99       8     -99    3.76     -99     815     -99      26     -99    7.37     -99    2.82     -99    0.52     -99      69     -99       5     -99
 216 PASA1701BN     7  1 BN      29     -99      31     -99      39     -99      60     -99    3080     -99    3944     -99     972     -99  0.3168     -99    4.30     -99    4758     -99    1680     -99    2.93     -99   0.647     -99   78.09     -99     118     -99     142     -99       8     -99    3.81     -99     863     -99      28     -99    7.45     -99    2.76     -99    0.53     -99      67     -99       5     -99
 217 PASA1701BN     7  1 BN      29     -99      31     -99      39     -99      61     -99    3134     -99    4016     -99     980     -99  0.3197     -99    4.30     -99    4806     -99    1670     -99    2.84     -99   0.652     -99   78.04     -99     121     -99     145     -99       7     -99    3.85     -99     842     -99      27     -99    7.46     -99    2.71     -99    0.53     -99      68     -99       5     -99
 218 PASA1701BN     7  1 BN      29     -99      31     -99      40     -99      60     -99    3043     -99    3917     -99     973     -99  0.3127     -99    4.30     -99    4727     -99    1680     -99    2.93     -99   0.644     -99   77.70     -99     117     -99     142     -99       8     -99    3.86     -99     845     -99      27     -99    7.45     -99    2.75     -99    0.55     -99      67     -99       5     -99
 219 PASA1701BN     7  1 BN      29     -99      31     -99      40     -99      61     -99    3200     -99    4064     -99     978     -99  0.3273     -99    4.30     -99    4879     -99    1680     -99    2.96     -99   0.656     -99   78.73     -99     122     -99     146     -99       8     -99    3.81     -99     854     -99      27     -99    7.35     -99    2.76     -99    0.52     -99      68     -99       5     -99
 220 PASA1701BN     7  1 BN      29     -99      31     -99      40     -99      61     -99    3201     -99    4065     -99     954     -99  0.3357     -99    4.30     -99    4843     -99    1640     -99    2.91     -99   0.661     -99   78.73     -99     122     -99     146     -99       7     -99    3.82     -99     829     -99      26     -99    7.37     -99    2.75     -99    0.52     -99      68     -99       5     -99
 221 PASA1701BN     7  1 BN      30     -99      32     -99      40     -99      61     -99    3107     -99    4007     -99    1007     -99  0.3085     -99    4.30     -99    4840     -99    1730     -99    2.86     -99   0.642     -99   77.54     -99     118     -99     144     -99       8     -99    3.81     -99     929     -99      30     -99    7.54     -99    2.79     -99    0.53     -99      68     -99       5     -99
 222 PASA1701BN     7  1 BN      30     -99      32     -99      40     -99      61     -99    3151     -99    4036     -99    1016     -99  0.3102     -99    4.30     -99    4980     -99    1830     -99    2.85     -99   0.633     -99   78.08     -99     121     -99     148     -99       9     -99    3.84     -99     967     -99      31     -99    7.63     -99    2.78     -99    0.54     -99      68     -99       5     -99
 223 PASA1701BN     7  1 BN      29     -99      31     -99      39     -99      60     -99    3034     -99    3882     -99     949     -99  0.3198     -99    4.30     -99    4697     -99    1660     -99    2.88     -99   0.646     -99   78.15     -99     116     -99     141     -99       8     -99    3.82     -99     869     -99      28     -99    7.50     -99    2.79     -99    0.53     -99      67     -99       5     -99
 224 PASA1701BN     7  1 BN      29     -99      31     -99      40     -99      60     -99    3171     -99    4037     -99     982     -99  0.3229     -99    4.30     -99    4926     -99    1760     -99    3.00     -99   0.644     -99   78.53     -99     124     -99     149     -99       8     -99    3.92     -99     874     -99      28     -99    7.40     -99    2.65     -99    0.54     -99      67     -99       5     -99
 225 PASA1701BN     8  1 BN      30     -99      33     -99      41     -99      62     -99    3021     -99    3847     -99     922     -99  0.3277     -99    4.30     -99    4644     -99    1620     -99    2.92     -99   0.651     -99   78.53     -99     116     -99     139     -99       7     -99    3.83     -99     867     -99      28     -99    7.65     -99    2.75     -99    0.55     -99      69     -99       5     -99
 226 PASA1701BN     8  1 BN      31     -99      33     -99      42     -99      62     -99    2830     -99    3675     -99     944     -99  0.2997     -99    4.30     -99    4462     -99    1630     -99    2.83     -99   0.634     -99   77.01     -99     108     -99     132     -99       8     -99    3.82     -99     867     -99      28     -99    7.63     -99    2.77     -99    0.56     -99      69     -99       5     -99
 227 PASA1701BN     8  1 BN      31     -99      33     -99      41     -99      62     -99    2874     -99    3696     -99     909     -99  0.3160     -99    4.30     -99    4521     -99    1650     -99    2.78     -99   0.636     -99   77.76     -99     111     -99     135     -99       8     -99    3.85     -99     939     -99      30     -99    7.91     -99    2.76     -99    0.57     -99      69     -99       5     -99
 228 PASA1701BN     8  1 BN      30     -99      32     -99      41     -99      61     -99    2926     -99    3755     -99     929     -99  0.3148     -99    4.30     -99    4582     -99    1660     -99    2.89     -99   0.639     -99   77.93     -99     113     -99     137     -99       8     -99    3.85     -99     883     -99      28     -99    7.72     -99    2.75     -99    0.56     -99      68     -99       5     -99
 229 PASA1701BN     8  1 BN      31     -99      33     -99      42     -99      63     -99    3095     -99    3931     -99     922     -99  0.3357     -99    4.30     -99    4744     -99    1650     -99    2.88     -99   0.653     -99   78.74     -99     118     -99     142     -99       8     -99    3.80     -99     924     -99      30     -99    7.73     -99    2.77     -99    0.54     -99      70     -99       5     -99
 230 PASA1701BN     8  1 BN      31     -99      33     -99      41     -99      63     -99    3115     -99    3947     -99     940     -99  0.3314     -99    4.30     -99    4840     -99    1730     -99    2.94     -99   0.644     -99   78.92     -99     119     -99     144     -99       9     -99    3.81     -99     929     -99      30     -99    7.69     -99    2.78     -99    0.56     -99      70     -99       5     -99
 231 PASA1701BN     8  1 BN      30     -99      33     -99      41     -99      62     -99    3031     -99    3838     -99     923     -99  0.3285     -99    4.30     -99    4759     -99    1730     -99    2.87     -99   0.637     -99   78.97     -99     115     -99     140     -99       9     -99    3.80     -99     897     -99      29     -99    7.69     -99    2.78     -99    0.55     -99      69     -99       5     -99
 232 PASA1701BN     8  1 BN      31     -99      33     -99      41     -99      61     -99    2909     -99    3754     -99     954     -99  0.3050     -99    4.30     -99    4758     -99    1850     -99    2.95     -99   0.611     -99   77.49     -99     113     -99     140     -99      10     -99    3.87     -99    1040     -99      34     -99    7.97     -99    2.74     -99    0.57     -99      68     -99       5     -99
 233 PASA1701BN     8  1 BN      31     -99      33     -99      41     -99      62     -99    2982     -99    3847     -99     969     -99  0.3077     -99    4.30     -99    4755     -99    1770     -99    2.79     -99   0.627     -99   77.51     -99     117     -99     143     -99       9     -99    3.92     -99     933     -99      30     -99    7.85     -99    2.65     -99    0.59     -99      69     -99       5     -99
 234 PASA1701BN     8  1 BN      31     -99      33     -99      41     -99      62     -99    3003     -99    3863     -99     962     -99  0.3121     -99    4.30     -99    4733     -99    1730     -99    2.95     -99   0.634     -99   77.74     -99     115     -99     140     -99       8     -99    3.82     -99     974     -99      31     -99    7.81     -99    2.79     -99    0.56     -99      69     -99       5     -99
